"ProbeName","Gene_id","name","Annot","Variant","Ctl_1","Ctl_2","Ctl_3","A_1","A_2","A_3","B_1","B_2","B_3"
"PF14_0191_v7.1_P1/2","PF3D7_1419700",NA,"cvd. Pl. prot. ukwn. func.",FALSE,12.254359308705,13.5515568716199,13.6495705537629,13.7664005344999,12.320324742021,13.7094134229551,12.3995479038159,12.5314197206714,13.8163877087327
"MAL13P1.380_v7.1_P5/22","PF3D7_1343800",NA,"cvd. Pl. prot. ukwn. func.",FALSE,7.36754929457862,5.75678446712168,6.85942172684078,8.33922247219326,8.0364467369596,6.78330734812816,8.18819467774482,6.59470140980064,7.09866483448727
"PF08_0108_v7.1_P1/2","PF3D7_0808200","PMX","plasmepsin X",FALSE,8.7666541244565,9.087095225424,7.27889265296314,10.578457608779,9.73995220434665,8.30128629159181,9.04659255341558,8.46980947755531,7.61371801845643
"PF07_0066_v7.1_P3/4","PF3D7_0716000",NA,"RNA-binding prot. put.",FALSE,10.0327042282295,10.0314020890275,11.4664104507474,11.6666421018227,9.51471010964905,11.2877175732422,9.91928093240147,9.98011529444896,11.8865848212148
"PF14_0343_v7.1_P5/7","PF3D7_1436200",NA,"cvd. Pl. prot. ukwn. func.",FALSE,8.18399508001813,8.43554900695833,8.34179499368754,9.63895370694574,8.16066762588928,8.49454001667878,8.16765999651881,7.61021503738166,8.63013277063968
"MAL13P1.189_v7.1_P2/2","PF3D7_1338000",NA,"LMBR1 domain-containing prot. put.",FALSE,9.07107643024166,8.79161939836333,8.98438313868763,7.61740795634018,9.32830579249613,8.71697889475275,8.44554670280686,8.55738558142352,8.71548364297489
"PFC0640W_v7.1_P5/6","PF3D7_0315200","CTRP","circumsporozoite- and TRAP-related prot.",FALSE,10.0045968945867,9.75311510497443,8.74389191093657,9.97961382663014,10.4320501310811,8.97757530224435,9.8564093429593,8.88007111047072,8.61816706242736
"PF08_0090_v7.1_P1/4","PF3D7_0811700",NA,"cvd. Pl. prot. ukwn. func.",FALSE,2.44835442028558,3.97824689204647,5.18384059427869,5.82950888329525,2.72380536025467,4.80645553361321,2.37545987222672,2.68914280418223,5.05929037564791
"PF14_0476_v7.1_P1/2","PF3D7_1450000",NA,"serine/threonine prot. kinase put.",FALSE,12.4009141160346,13.0340136215691,12.9852414004853,13.1407650780591,13.3750054819866,13.1569885857993,13.0621291341591,12.776806406901,13.2275049394629
"PFL0655W_v7.1_P2/2","PF3D7_1213500",NA,"integral memb. prot. GPR180 put.",FALSE,8.01506095623941,6.47427670848338,6.04766510759008,5.82693179920585,8.19357513323755,6.31243120305898,7.64205674867145,6.60874981897156,6.79961966802457
"PF14_0183B_v7.1_P2/3","PF3D7_1418900","DBP4","ATP-dependent RNA helicase DBP4 put.",FALSE,9.71782599640168,10.6421537071807,10.0228116509156,11.4294297574949,9.12255392141309,10.1183675133952,9.8219743512233,9.83996257840885,10.7874430759868
"PF11_0044_v7.1_P3/5","PF3D7_1103400","SufD","FeS cluster assembly prot. SufD",FALSE,9.81291467282059,9.41712022461043,11.8956036816098,9.81809720345667,10.3717363571969,11.643995493289,9.36726009828133,9.49294011809686,12.2694671453992
"PF13_0132_v7.1_P1/1","PF3D7_1323400","RPL23","60S ribosomal prot. L23",FALSE,13.6151157750033,14.7171285618448,14.4577919013853,14.4820875635704,14.2360276498134,14.4107812467968,14.0932739480081,14.1770753306917,14.303265611807
"PFI1820W_v7.1_P1/4","PF3D7_0937600","VAR","erythrocyte memb. prot. 1 PfEMP1",TRUE,10.4525707262962,9.58796592618425,8.45217245076178,9.54926062136055,10.2934659010377,8.36934869713571,9.68470444487892,8.54328552661813,8.92949425150195
"PF11_0316_v7.1_P3/3","PF3D7_1130600",NA,"methyltransferase put.",FALSE,11.053227437234,10.9929036487729,10.3758452903639,11.1597143216499,11.258322227271,10.6335274788464,10.731421713312,10.3286928767658,10.9940019139214
"MAL8P1.23_v7.1_P4/25","PF3D7_0826100","HEUL","HECT-like E3 ubiquitin ligase put.",FALSE,10.9862203458344,11.1374349992314,11.5623144617582,11.8842987529684,10.2690612069002,11.4172233078197,10.7732537933751,10.6159652153296,11.9271657236446
"PF08_0070_v7.1_P2/3","PF3D7_0815100",NA,"heptatricopeptide repeat and RAP domain-containing prot. put.",FALSE,8.89499324012079,9.81293375978949,10.2915828390307,9.76280008561095,9.44529300874009,10.4026688898602,8.62046728056185,8.95329521723574,10.8065093451803
"PFL0835W_v7.1_P2/3","PF3D7_1217300",NA,"GTP-binding prot. EngA",FALSE,8.85295515478222,9.26222360133171,10.7762084677925,9.89360566321335,9.04404187296835,10.98197320574,8.62849001419456,8.85755776323662,11.1197393938899
"PFE0570W_v7.1_P19/29","PF3D7_0511500",NA,"RNA pseudouridylate synthase put.",FALSE,12.8448732453869,11.387920923018,13.4975138215993,14.044217357895,11.7586075767786,13.0698125773972,12.0998376123014,12.4281900335401,13.52870560812
"PFC10_API0009:tRNA_v6.4_P1/1","PF3D7_API","PF3D7_API","PF3D7_API",FALSE,11.482857860409,12.6599316919639,14.1053921159314,10.0992702157847,12.9489688983067,13.9470104166161,10.4928996724046,11.4858735748162,13.5364888590133
"PFD0872W_v7.1_P13/14","PF3D7_0418000",NA,"cvd. Pl. prot. ukwn. func.",FALSE,8.13078418425649,8.4946176151642,9.34105330526276,10.050779195829,7.9839672077934,8.94421101997187,7.5628735606459,7.99191406975548,9.68893337280168
"PF14_0123_v7.1_P10/10","PF3D7_1412400",NA,"cvd. Pl. prot. ukwn. func.",FALSE,10.4373505165993,9.22677992477142,10.6194102593207,11.3512401718911,9.45907786907211,10.0178885118922,10.1428333288701,9.80486105960473,10.5647306437076
"PF11_0353_v7.1_P3/6","PF3D7_1134200",NA,"cvd. Pl. prot. ukwn. func.",FALSE,10.7310992154472,11.9721200138518,11.7231331678827,12.0046358661566,11.0149340738722,11.7699576500986,10.6156342344593,10.9843985201337,12.1227995287951
"MAL7P1.50_v7.1_P3/7","PF3D7_0712300","VAR","erythrocyte memb. prot. 1 PfEMP1",TRUE,9.79905022123535,8.20908240884475,5.74515180069376,11.380701854931,6.85120933505978,5.97384795543386,8.41142455082998,7.41961894538432,6.47622840117747
"PF14_0568_v7.1_P2/3","PF3D7_1459500",NA,"cvd. Pl. prot. ukwn. func.",FALSE,5.26159663012177,8.84016390024783,9.96485099196641,7.1817048734548,6.98606956323305,10.2721480286788,5.10674822162417,7.45190261530477,10.4971343018822
"PFA_ASR_7602_v7.1_P1/1","PF3D7_1233600","AARP1","asparagine and aspartate rich prot. 1",FALSE,5.28005843178247,4.9452902528772,4.56548202372384,4.6515844568744,6.55040342157804,5.28960137291652,4.27248385196648,4.33538177889606,5.40598283241298
"PF11_0049_v7.1_P5/10","PF3D7_1103800","NOT1","CCR4-NOT transcription complex subunit 1 put.",FALSE,7.90317568605716,8.70987027200425,12.0021029838212,9.431957396555,9.24428319418273,11.3417272901253,8.16734136732222,9.69350769173558,11.8743036288447
"PF11_0466_v7.1_P1/3","PF3D7_1145500","ABCB3","ABC transporter B family member 3 put.",FALSE,7.42510761841517,9.72957503199659,11.3406145622134,7.83981286741372,9.15141287664568,11.435486396748,7.83479716017386,8.32274839444129,11.3359446584793
"MAL13P1.25_v7.1_P2/4","PF3D7_1304600",NA,"cvd. Pl. prot. ukwn. func.",FALSE,6.49732143429788,8.82544920527519,10.9265650849463,8.52278276876394,8.05610551310103,10.6149564061258,6.51965700863346,8.28718783570132,11.3100793402778
"PFD0225W_v7.1_P5/12","PF3D7_0404600",NA,"cvd. Pl. memb. prot. ukwn. func.",FALSE,15.3202230450984,13.0059646581386,12.6289314451172,16.8603716833121,12.5396483523671,12.5974259552518,14.6252944652852,13.6080572581213,12.6494578353013
"PFB0460C_v7.1_P7/8","PF3D7_0210200",NA,"cvd. Pl. prot. ukwn. func.",FALSE,8.70077989049377,8.51825185952827,11.6209547344969,9.4244241448867,9.63178947982247,11.3369896088268,9.23570480471703,8.71905951346112,11.7380462244131
"PF08_0071_v7.1_P1/1","PF3D7_0814900","FeSOD","superoxide dismutase [Fe]",FALSE,11.4785213979603,12.7106241485115,13.1565103845378,11.6418309382813,12.1893949596499,13.2796214621587,12.0206903988642,11.6311916099311,12.9390680468465
"PF08_0125_v7.1_P1/2","PF3D7_0803700","g-tub","tubulin gamma chain",FALSE,7.47377149118667,10.5171555948737,12.0136388172327,8.44262299954326,10.0675217534289,12.269373342546,7.32444250365044,8.98776254407536,11.8614866943034
"MAL7P1.162_v7.1_P6/15","PF3D7_0729900",NA,"dynein heavy chain put.",FALSE,7.3143258359069,7.06065270422224,5.8758572078456,7.44479707976643,7.4992168624669,5.79391746560452,6.7092299706656,4.78537216543598,5.93866170941997
"PF10_0208_v7.1_P2/2","PF3D7_1021400",NA,"endomemb. prot. 70 put.",FALSE,13.1777016955656,12.9100201763056,12.4925569898224,12.2484298777366,13.2957244592459,12.4573931922067,13.1646821164122,12.2034003134928,12.0067517405122
"PFE0385W_v7.1_P4/5","PF3D7_0507800",NA,"cvd. prot. ukwn. func.",FALSE,10.6548740714697,11.2697263134772,11.8563955694369,12.4208215886709,10.4396927359415,11.4182315943674,10.3609425292875,11.1246060069592,12.1869437054927
"PFC10_API0046:tRNA_v6.4_P1/1","PF3D7_API01000",NA,"tRNA Lysine",FALSE,8.39065006099529,8.40016431404614,8.83641240398269,7.21364473400694,9.36941871583436,8.65474019952057,8.23606874053206,8.09861378246885,8.07441659245378
"PF10_0138_v7.1_P1/5","PF3D7_1014100","MSA180","merozoite surface prot. MSA180 put.",FALSE,8.9775403865912,8.97103133503107,8.4239982796132,10.586137029971,8.82068860335677,8.84718328270231,8.81953662864129,8.11938159829765,8.00980622813458
"PF13_0338_v7.1_P1/3","PF3D7_1364100","P92","6-cysteine prot.",FALSE,9.80917340681961,9.1585968137131,10.7458028752585,9.51170225737546,9.06692441979659,10.9988710440102,9.73419815175324,8.76011746532047,10.4588156777119
"PF07_0075_v7.1_P1/2","PF3D7_0718700",NA,"cvd. Pl. memb. prot. ukwn. func.",FALSE,8.29549161650248,9.48104398810295,10.4463575624217,9.56882675185266,8.69198528553007,10.4566768034569,7.75511323955939,8.5396512600367,10.1849794511651
"PFA0375C_v7.1_P4/5","PF3D7_0107500",NA,"NPC1-related prot. put.",FALSE,12.5243805904011,14.0284664175689,13.3980823051317,13.9373471510547,12.4312351059913,13.4674998402707,13.0649027185682,12.7524646967721,13.5866369240231
"MAL13P1.142_v7.1_P1/1","PF3D7_1326100",NA,"WD repeat-containing prot. put.",FALSE,9.36560374811821,11.0796507775419,11.1585781328597,10.0947243116175,9.88575661146246,11.3783750636244,9.71500822689751,9.89418265586372,11.4087468836566
"PFL1460C_v7.1_P1/1","PF3D7_1230300","SPM2","subpellicular microtubule prot. 2 put.",FALSE,7.86723301760056,7.67289555563063,7.99665369077979,7.32818841251296,7.38088093322505,7.85443021106193,7.80604366365772,6.91659965044309,8.24269205236665
"PF13_0155_v7.1_P7/8","PF3D7_1328200",NA,"cvd. Pl. prot. ukwn. func.",FALSE,8.59859522370972,8.71045621915332,9.9617434128354,7.59188657407521,8.4759392839988,9.64701979488027,8.53884425378658,7.90415108352762,9.67628557020829
"PFL2655W_v7.1_P1/1","PF3D7_1255000","RIF","rifin",TRUE,5.80156429235987,4.12462673535441,4.17971406426254,4.75234986873039,6.41603407980749,4.46240705771742,6.38036824475373,4.74553261867861,4.34437616391838
"PFE1070C_v7.1_P2/4","PF3D7_0521300",NA,"zinc finger prot. put.",FALSE,9.37721638793547,8.83922552285851,10.0051501220476,11.4002059502821,8.61407742233708,9.55600533536655,9.51758514645504,9.1372775726361,10.5392673969708
"PF10_0064_v7.1_P3/3","PF3D7_1006400",NA,"heptatricopeptide repeat-containing prot. put.",FALSE,10.5069680245423,10.8328219907555,11.7242959828974,9.69921672394615,10.6527302697061,11.3330608450983,9.84728743838414,9.96738911132214,11.2283725883156
"PF14_0389_v7.1_P1/2","PF3D7_1441000","NCS2","cytoplasmic tRNA 2-thiolation prot. 2 put.",FALSE,12.11494510383,12.5016458907574,11.7993714835658,12.4852270540163,11.7858288275995,11.9001184799741,12.1912949136285,11.8989282050747,11.481993627543
"PF10_0198_v7.1_P2/2","PF3D7_1020500",NA,"ribosomal silencing factor RsfS put.",FALSE,8.73700526773432,8.98665610430969,10.527175924461,10.315917134512,8.5805826898689,10.1033704331256,8.80183120502853,8.74900455654891,10.5853944931466
"PFF0705C_v7.1_P2/2","PF3D7_0614600",NA,"cvd. Pl. prot. ukwn. func.",FALSE,6.42422491942518,6.85324092827761,6.32555371670911,8.97151768866838,5.5282271688053,7.2988406568822,7.09810368940445,6.63473076513457,7.56417235947487
"MAL1_5.8S_v7.1_P1/1NU","ribosomal","ribosomal","ribosomal",FALSE,18.1979221616049,16.6311528930886,16.2437493249105,17.0907802560332,18.0787017434666,16.2626669123662,18.161238191202,17.3478998742792,15.2021077495708
"PFA0580C_v7.1_P2/2","PF3D7_0112000","TatD","TatD-like deoxyribonuclease",FALSE,9.08392948432099,11.0018205351167,11.8186764368682,10.2708839661267,9.94961050911502,11.5812250660978,10.0245884084274,9.90798933039664,11.4665741027978
"PFL1925W_v7.1_P2/3","PF3D7_1239700","FTSH1","ATP-dependent zinc metalloprotease FTSH 1",FALSE,11.5335808678828,12.9760528247535,13.431701301342,10.7235662404445,12.3012972676892,13.3789274544122,11.1262082191281,11.9021979702073,13.1524917870113
"PF14_0153_v7.1_P4/4","PF3D7_1415500",NA,"cvd. Pl. memb. prot. ukwn. func.",FALSE,6.0598103747297,6.36597540113732,9.78213610076335,7.808864453421,7.00309509061444,9.73261195490225,7.34548774744189,6.20096587203764,9.70738881401801
"PF11_0404_v7.1_P8/8","PF3D7_1139300","ApiAP2","AP2 domain transcription factor put.",FALSE,11.4596990252496,12.0334212807647,12.7070307780529,12.8705697033541,11.3025795241941,12.3912720563235,11.8471419315945,11.959904880041,12.6272094239947
"PFC0820W_v7.1_P3/14","PF3D7_0318500",NA,"cvd. Pl. prot. ukwn. func.",FALSE,9.2886019595324,9.25328234829489,8.21398488202275,10.2361768747055,9.4018403437882,9.28644686965695,9.4715648744815,9.07505122466462,9.23369516464154
"MAL13P1.70_v7.1_P3/10","PF3D7_1313800",NA,"cvd. Pl. memb. prot. ukwn. func.",FALSE,12.064785533087,11.9150248591876,12.2075753608579,13.3252407966144,11.2354835509984,12.0235786830499,12.1322339793635,11.6514235319959,12.2233706587057
"PF14_0726_v7.1_P1/1","PF3D7_1475800",NA,"cvd. Pl. prot. ukwn. func.",FALSE,6.4522872082257,6.63330899461008,6.21581350325137,7.27303932627492,6.8896609249604,6.70193019523288,6.43631561062803,6.50757615840704,6.46137499647693
"PFL1995C_v7.1_P2/2","PF3D7_1241500",NA,"cvd. Pl. prot. ukwn. func.",FALSE,4.53153679531689,10.0287611341095,10.8656227063843,7.68435520011672,8.13273002835199,10.5009723036478,5.67645952534748,9.29441811411613,11.0142590394202
"PF07_0129_v7.1_P2/3","PF3D7_0731600","ACS5","acyl-CoA synthetase",TRUE,8.24113610699945,11.2206243992826,12.5896504443593,10.0870729426661,9.55098509891984,12.6140667906437,8.54414145635274,10.167341618239,13.0198596449991
"PF14_0452A_v7.1_P1/1","PF3D7_1447600",NA,"cvd. prot. ukwn. func.",FALSE,8.78351951551974,9.14434367043282,7.60257639310243,9.09881771658193,9.06757553090376,8.64431633610333,9.17863572296095,8.36841086069609,8.20091135266983
"PFE1005W_v7.1_P1/1","PF3D7_0520000","RPS9","40S ribosomal prot. S9 put.",FALSE,14.7582934944202,15.464375039189,14.7712980809982,15.1343011699828,15.2385786464467,14.8361430854845,15.2939468408742,14.815938610504,14.4829106606581
"PFL2165W_v7.1_P4/4","PF3D7_1245100","KLP8","kinesin-13 put.",FALSE,8.5878472589641,8.55899767590019,10.6691747348226,8.91222171083558,8.76102092794357,10.4258662809891,8.18874114274908,7.69461349237672,10.5543384686447
"DarkCorner",NA,NA,NA,FALSE,2.04708603609939,0.790251573064141,1.24012440015176,0.649532688527384,2.23341291080316,0.830802113932052,1.10028000832501,2.2371751539726,2.63002960419371
"GE_BrightCorner",NA,NA,NA,FALSE,16.2727961532851,14.251285639162,13.0637789623729,15.8166299536818,16.7908193730733,14.1073723891132,17.1898969311337,15.5931424815905,13.0162349601267
"GE_BrightCorner",NA,NA,NA,FALSE,16.2940824017418,14.251818931174,13.0728234648566,15.8159951305543,16.7987730061634,14.0836787644735,17.1447329166171,15.5828793745466,12.9692706693583
"GE_BrightCorner",NA,NA,NA,FALSE,16.5385577144614,14.4534937868562,13.1963935753221,15.8128433851698,16.5866098049334,14.2878963114418,17.1366166963081,15.508982875466,13.2226408160167
"DarkCorner",NA,NA,NA,FALSE,2.04708603609939,0.945633920142761,0.779297547277395,0.649532688527384,2.00016914607755,0.222308742597369,1.1862698094054,2.21652998577098,2.63002960419371
"MAL13P1.36_v7.1_P1/1","PF3D7_1307000","RRP40","exosome complex component RRP40 put.",FALSE,11.3586737256587,12.6167004566286,12.1329266913228,11.8642948844689,11.9727350095765,12.539035430198,12.0723895592432,11.4725994622789,12.5144970912024
"PFC0475C_v7.1_P2/3","PF3D7_0311300",NA,"phosphatidylinositol 3- and 4-kinase put.",FALSE,7.91738461162339,8.99779002675263,11.0784617343978,8.72270372168513,8.65352906043632,11.0246424252719,7.78002722853609,7.85433607705132,11.4331655067544
"PFE0555W_v7.1_P1/3","PF3D7_0511200","SCD","stearoyl-CoA desaturase",FALSE,6.27693487911443,6.47249297035442,10.4080781230027,7.95107543614429,7.1264804376859,10.6608739037023,6.852192399033,6.00187698707002,10.537483420439
"PFL2405C_v7.1_P2/9","PF3D7_1250100","G377","osmiophilic body prot. G377",FALSE,2.26905170382396,0.979563710271585,0.861220930792976,4.04561246349219,2.17973141864299,2.41598711119908,1.33953079355927,2.34015489583905,3.98161522824117
"PF10_0374_v7.1_P16/27","PF3D7_1038400","Pf11-1","gametocyte-specific prot.",FALSE,11.6908762459254,11.3042520580914,12.0299707920061,13.1326433493579,10.2059031880987,12.1155749688353,11.5093722204779,10.12111126652,12.3456128756245
"PF08_0016_v7.1_P2/3","PF3D7_0827300",NA,"cvd. Pl. prot. ukwn. func.",FALSE,11.0839685639775,11.2770095296055,11.8212677542978,12.0701404039531,11.2778534393434,11.9625895085051,11.370212786683,10.8821921367028,12.4897501387875
"PFC0425W_v7.1_P8/13","PF3D7_0310200",NA,"phd finger prot. put.",FALSE,11.0967704896755,10.9564088298927,11.967331106239,12.0541460691211,11.2667045670569,11.7226103209135,10.8386098929143,11.1381028144591,12.162924058202
"PFD0900W_v7.1_P3/6","PF3D7_0418600",NA,"regulator of chromosome condensation put.",FALSE,8.6832532627388,8.1743155281164,7.68113016165763,8.78637811162252,8.73752791021048,8.07490195602527,8.71335695614143,7.68585256960281,8.04485363197761
"PFE0310C_v7.1_P2/2","PF3D7_0506300",NA,"cvd. prot. ukwn. func.",FALSE,7.43010040746751,8.90399749765493,11.4704194217149,7.91949442729838,8.13587085890107,11.3332313973472,7.86486213346269,7.7754318462886,11.9005868436527
"PFI0945W_v7.1_P1/1","PF3D7_0919300","TrxL1","thioredoxin-like prot. 1 put.",FALSE,8.70937507999436,7.50154981122923,6.83300896832533,9.86221455962151,10.1102235882819,7.73038114418624,8.8369106645102,7.26819295102533,6.77805478237759
"MAL7P1.55_v7.1_P3/7","PF3D7_0712800","VAR","erythrocyte memb. prot. 1 PfEMP1",TRUE,7.32290068444737,5.8645113026166,5.37869090858831,7.34757442208693,5.56921187088207,5.37190834277351,6.50720523437976,4.52693829934695,5.55798500715435
"PF10_0177A_v7.1_P4/7","PF3D7_1018200","PPP8","serine/threonine prot. phosphatase 8 put.",FALSE,10.6662213393637,10.4885601969062,10.702997712548,10.9770752409344,10.5669302378304,10.6647939163874,9.79707298076608,8.93202395511574,11.113966104938
"PFF0310W_v7.1_P1/1","PF3D7_0606300",NA,"cvd. Pl. prot. ukwn. func.",FALSE,8.38184876146758,8.58418797137137,8.06709549603245,8.91399936522622,8.18565448526344,8.42494769447713,8.07917061010903,7.47433544697352,8.49545413376162
"PF13_0255_v7.1_P1/2","PF3D7_1348600",NA,"cvd. Pl. prot. ukwn. func.",FALSE,9.99331488847356,10.0474661366015,10.0159599675913,10.55744838425,10.5488402068779,10.1998428573876,9.75460477970553,9.27611230520057,10.0175350223869
"PF14_0101_v7.1_P10/13","PF3D7_1410300",NA,"WD repeat-containing prot. put.",FALSE,10.4557905757051,9.80631761216905,11.9640754828107,11.4174163711895,10.3241906747075,11.3833689564912,10.2214880383035,9.70130455569365,11.9696149599517
"PF08_0052_v7.1_P2/2","PF3D7_0819200","PLP5","perforin-like prot. 5",FALSE,6.81317192467889,7.34436426784586,8.29304716965742,8.18876932582834,7.08524724042566,8.45478497745827,7.51398887574343,6.80549238607021,9.14289738659964
"PF14_0320_v7.1_P5/5","PF3D7_1433900",NA,"prot. kinase put.",FALSE,2.58612532507342,4.76096818606817,9.36564464425967,6.63963084660367,2.83932171887139,9.01031465794686,1.95680123296231,3.95742247585845,9.6889952469048
"PFI0430C_v7.1_P1/3","PF3D7_0908900",NA,"cvd. Pl. prot. ukwn. func.",FALSE,7.38257734085643,9.97698076226284,10.1449755498654,9.07440829650821,7.95882237995321,10.246782157011,7.80771233124097,8.94013267992076,10.8428507994895
"(+)E1A_r60_n11",NA,NA,NA,FALSE,9.16653419300845,8.26226401141755,8.05969975002186,6.77882490243308,9.32888649212938,7.50020771107102,9.09151842815778,7.61062772480126,6.04828153077081
"PFI1160W_v7.1_P2/2","PF3D7_0923600","LipL2","lipoate-prot. ligase 2",FALSE,8.14102143585854,9.07209400670046,10.550942978568,9.43465720633567,8.84622783214125,10.7658032376882,8.4764541931611,8.27397924563382,10.9074991042306
"PF07_0065_v7.1_P1/2","PF3D7_0715900","CDF","cation diffusion facilitator family prot. put.",FALSE,8.65246821014845,8.64547722861863,11.8924065851984,8.33936367926355,9.28265501629394,11.9895864442858,8.5330146802866,7.9220324904616,12.0737392454095
"PF08_0078_v7.1_P3/4","PF3D7_0813700","ABCF1","ABC transporter F family member 1",FALSE,10.0858893398032,10.7005368193472,11.8748853184301,10.6662586270687,10.372900963841,11.6787519705817,9.64106331598532,10.1944798599282,12.4180125418089
"MAL7P1.76_v7.1_P2/3","PF3D7_0716200",NA,"PDCD2 domain-containing prot. put.",FALSE,13.0532259096529,13.1679181411892,12.1213567310393,13.9164309250299,11.9955244440058,12.5634808736671,12.7561065568737,12.0752601881897,12.5185395647823
"PFF0795W_v7.1_P2/5","PF3D7_0616400",NA,"cvd. Pl. prot. ukwn. func.",FALSE,9.43288572609059,10.2649199008415,10.8367880875541,10.4426377198856,9.1386235342192,11.0287197013262,9.27007826339167,9.15104826007036,11.2854415225187
"PF13_0152_v7.1_P1/1","PF3D7_1328800","SIR2A","transcriptional regulatory prot. sir2a",FALSE,11.7742846639308,10.9205783984638,9.6825250170985,10.188771798002,11.903763624232,10.200205896114,10.4441110673094,9.93547698578643,10.740500933757
"PFA0330W_v7.1_P4/5","PF3D7_0106700","AARP2","small ribosomal subunit assembling AARP2 prot.",FALSE,11.3913332851022,11.9543246492724,12.0438758993134,12.0010840794189,11.6897058222943,12.0496198777753,11.2084288590566,11.4442684669464,12.4167252327367
"PF14_0170_v7.1_P6/13","PF3D7_1417200",NA,"NOT family prot. put.",FALSE,11.2393497055464,10.6748031210393,11.8484484607932,12.5072931768963,10.9586281105887,11.3644679250396,10.833351855751,11.1484899286345,12.1322224099208
"PF13_0179_v7.1_P3/4","PF3D7_1332900","cyto-IRS","isoleucine--tRNA ligase put.",FALSE,11.3736237442929,13.1359199042056,12.951997325016,12.3907979824425,11.3540068918126,13.1968714925558,11.1400136313924,11.6248457071872,13.0612262070126
"PFA_SNOR_25_v7.1_P1/1","PF3D7_1424200",NA,"small nucleolar RNA snoR25",FALSE,12.3431773857758,12.223859629295,11.641702713531,11.0659943086061,13.0579343724614,11.8226285853935,12.2065644758368,11.8979543345415,11.287108629631
"MAL8P1.71_v7.1_P2/2","PF3D7_0818000","SNRNP27","U4/U6.U5 small nuclear ribonucleoprot. put.",FALSE,11.0520170860638,11.1994551881688,11.9040595362699,10.979186512813,11.0599541309205,11.571478202018,10.592798048575,10.8005521232148,11.9273431624884
