"Gene_id","name","Annot","Variant","ctl_Left","ctl_Right","ctl_Middle","ctl_Sides","treatA_Left","treatA_Right","treatA_Middle","treatA_Sides","treatB_Left","treatB_Right","treatB_Middle","treatB_Sides"
"eYFP","eYFP","eYFP",FALSE,25.0031971968683,11.5881887135633,17.7860400696192,18.8053458408124,32.9360337114888,23.5738942246257,33.3290860925947,23.1808418435198,35.6774199010113,14.3203894025181,27.3520380017432,22.6457713017862
"FKBP","FKBP","FKBP",FALSE,13.2499783468371,2.38998178330184,6.34024981220695,9.29971031793197,12.6999796619746,8.10517590152225,12.7984820671865,8.00667349631035,15.8683028956988,5.56053238348919,10.47206453253,10.956770746658
"Fluciferase","Fluciferase","Fluciferase",FALSE,18.7534710854145,5.60573244705959,11.4658016630735,12.8934018694006,25.7636756053681,16.9434191020663,26.2015597712613,16.5055349361732,25.9077441821952,9.6730146571608,18.7955354173634,16.7852234219926
"GFP","GFP","GFP",FALSE,18.6442230652008,10.3159416242903,14.1442834636621,14.815881225829,21.6888793156195,18.5355138743978,23.9147206488695,16.3096725411478,24.4274604334336,9.93389236916573,18.9169045016569,15.4444483009424
"GFP_pL6","GFP_pL6","GFP_pL6",FALSE,22.3823020500291,7.13435470802693,14.5200059908917,14.9966507671643,29.3060276526582,19.2829475609409,28.790894347392,19.7980808662071,30.7290332443651,12.0318780090937,22.3951933074719,20.3657179459869
"HA_tag","HA_tag","HA_tag",FALSE,17.8618459757938,8.36492760697311,12.7552227172059,13.471550865561,20.2921143894106,16.2059445346798,22.7930269099427,13.7050320141477,21.3802037378733,7.94330066851395,15.4531670693357,13.8703373370516
"HsDHFR","HsDHFR","HsDHFR",FALSE,19.8233485794663,9.0986857197104,13.855591523848,15.0664427753287,23.7176070625095,16.6653258299865,24.5597544912819,15.8231784012141,26.8881183935193,9.2067925181945,18.2840236869666,17.8108872247472
"Leucine","Leucine","Leucine",FALSE,21.8994603622287,9.26536222613333,13.3482425654464,17.8165800229157,24.6272062921613,22.7486240554917,29.0339520068434,18.3418783408096,29.9079711407844,11.838363633384,22.6846386169781,19.0616961571903
"Lysine","Lysine","Lysine",FALSE,23.8295128820727,10.1015568376578,14.9648504585574,18.966219261173,27.0288224643514,22.7241982295977,30.3232216146642,19.4297990792849,31.3675089407546,12.4352212258882,23.8197825465118,19.982947620131
"mal_mito_1:mRNA","mal_mito_1:mRNA","mal_mito_1:mRNA",FALSE,16.0158409725626,16.3709821262257,13.8014189396466,18.5854041591417,10.2402781311742,20.1925639807441,17.2537503160704,13.1790917958479,9.08618783640753,14.5504795608152,11.2072291829048,12.429438214318
"mal_mito_2:mRNA","mal_mito_2:mRNA","mal_mito_2:mRNA",FALSE,11.8509523837083,12.0718146787719,9.13474341559981,14.7880236468805,8.57449878276272,18.6832100840147,14.9912226708491,12.2664861959283,8.45890192478035,13.436823066903,9.41440907933427,12.4813159123491
"mal_mito_3:mRNA","mal_mito_3:mRNA","mal_mito_3:mRNA",FALSE,12.402085000202,13.1130017282167,10.0325017784289,15.4825849499898,9.10638941223757,18.5859850441659,15.5361485375629,12.1562259188406,7.84013891853554,12.5951860282438,8.977463829736,11.4578611170433
"mal_rna_10:rRNA","mal_rna_10:rRNA","mal_rna_10:rRNA",FALSE,10.469727847651,10.1574413902371,8.59725538318761,12.0299138547005,9.21543287571517,16.7203580454551,15.0821780130448,10.8536129081255,4.82581541904739,8.70219910372018,6.39728361990451,7.13073090286306
"mal_rna_14:rRNA","mal_rna_14:rRNA","mal_rna_14:rRNA",FALSE,11.148350673857,4.22395040038741,3.88980953240965,11.4824915418347,11.5580620577998,15.3832374837843,14.2028439978995,12.7384555436846,4.10367891432692,6.05507461973462,4.5445146778828,5.61423885617874
"mal_rna_15:rRNA","mal_rna_15:rRNA","mal_rna_15:rRNA",FALSE,12.2122839966706,15.7703645589115,12.758286816084,15.2243617394981,11.614351261427,21.6708329879202,19.1915531407679,14.0936311085793,12.3864967143346,16.1362677029987,14.1088091226578,14.4139552946755
"mal_rna_17:rRNA","mal_rna_17:rRNA","mal_rna_17:rRNA",FALSE,10.5352357773672,4.46241330545389,3.79032984885013,11.207319233971,10.3424279761057,13.601575660035,12.4964053113954,11.4475983247453,3.53965715317733,6.83742097176106,3.77636326320545,6.60071486173294
"mal_rna_18:rRNA","mal_rna_18:rRNA","mal_rna_18:rRNA",FALSE,9.70565567058556,4.1766357629761,3.50781600101123,10.3744754325504,15.3785553354385,11.2316349982145,12.0463459492071,14.5638443844459,5.17824274999632,5.09330719026755,4.08723293189145,6.18431700837242
"mal_rna_19:rRNA","mal_rna_19:rRNA","mal_rna_19:rRNA",FALSE,7.38970334809797,4.0113401616165,2.87288408171076,8.52815942800371,7.47380001525046,11.7695297482368,10.7823672594253,8.46096250406196,1.52149027059319,4.77195225933235,2.50066496182939,3.79277756809615
"mal_rna_9:rRNA","mal_rna_9:rRNA","mal_rna_9:rRNA",FALSE,9.52620322096237,12.946776681965,10.0353452687108,12.4376346342166,11.7099076415153,20.2709749901469,18.8657627835079,13.1151198481543,11.4647989826296,12.6219857398229,11.5041742803693,12.5826104420832
"MAL1_5.8S:rRNA","MAL1_5.8S:rRNA","MAL1_5.8S:rRNA",FALSE,19.2820979821391,8.47356164946344,9.50925029424307,18.2464093373594,24.9703397335472,24.6188086600264,30.5363409332115,19.0528074603621,18.9750545795888,9.40495603762966,17.1750773426415,11.2049332745769
"MAL11/13_5.8S:rRNA","MAL11/13_5.8S:rRNA","MAL11/13_5.8S:rRNA",FALSE,19.7764191210058,8.42667941700488,9.74619827970119,18.4569002583095,25.4184510888409,24.7951774917264,30.7399228070152,19.4737057735521,20.0346363308831,9.66179520181891,17.7399008903928,11.9565306423092
"MAL5/7_5.8S:rRNA","MAL5/7_5.8S:rRNA","MAL5/7_5.8S:rRNA",FALSE,15.7196932793629,5.05349090418382,6.00928012027216,14.7639040632745,22.7701783363474,21.909019519348,28.1372196403092,16.5419782153862,17.2816884474407,8.40727545641553,15.4096726423377,10.2792912615185
"MAL8a_5.8S:rRNA","MAL8a_5.8S:rRNA","MAL8a_5.8S:rRNA",FALSE,22.2600610227508,10.4571242194228,11.7419039173598,20.9752813248138,27.4870887931105,26.283189827693,32.6417136189327,21.1285650018708,23.7617449846577,11.5353226556232,21.1519364200249,14.145131220256
"malmito_rna_1:rRNA","malmito_rna_1:rRNA","malmito_rna_1:rRNA",FALSE,9.01330622084106,5.99152350856611,3.77122333391158,11.2336063954956,9.7944942006513,15.551527293401,14.2462828535102,11.0997386405421,4.26322186587411,6.98478011614279,4.95527843890617,6.29272354311073
"malmito_rna_10:rRNA","malmito_rna_10:rRNA","malmito_rna_10:rRNA",FALSE,8.65975491932297,5.87986754042338,3.65328563483123,10.8863368249151,10.5525600924491,15.4548033352571,14.1853116893616,11.8220517383445,2.41797433593272,6.35848267916505,4.08128709781204,4.69516991728573
"malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA",FALSE,9.73100841234707,4.8340643521995,3.68483769660754,10.880235067939,8.37441558133375,13.5072694112316,13.1886542998356,8.69303069272975,5.15328112746669,4.58153818992878,4.28165642008406,5.45316289731141
"malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA",FALSE,8.42619739742347,5.89442924504555,3.6560195597573,10.6646070827117,8.2438391104182,16.1649291859458,13.8621075921559,10.5466607042081,4.66342072336803,7.98429157349292,5.12650447836554,7.52120781849541
"malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA",FALSE,13.1630114315021,15.8894929204928,13.8017047880251,15.2507995639698,11.5548216202928,20.5734231571821,18.7908847573735,13.3373600201015,12.3722039592668,14.4568504292079,12.9279430561909,13.9011113322838
"malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA",FALSE,8.15167281287718,5.58081312611615,3.45010639511425,10.2823795438791,11.412575037317,17.2769752142419,15.0670323940764,13.6225178574826,4.27380523713455,7.33060551087044,5.64257004278964,5.96184070521535
"malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA",FALSE,7.44895186142867,3.61598505139632,2.79198706891694,8.27294984390805,9.16525477154946,12.948186340784,12.7563099109392,9.35713120139422,2.43161475145826,3.39265289128212,2.56719695932428,3.2570706834161
"malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA",FALSE,12.998410541698,17.319904028162,13.6776678062766,16.6406467635834,12.9383282254729,24.1025105005069,21.3674353449156,15.6734033810642,14.2505192747506,17.0892835538097,15.2469527068719,16.0928501216884
"malmito_SSUB:rRNA","malmito_SSUB:rRNA","malmito_SSUB:rRNA",FALSE,9.43579785271402,12.1604147469881,8.12142414098404,13.474788458718,10.5789989896725,22.1062193527156,18.2062642888952,14.4789540534929,9.48187640496644,14.4942939435089,10.8639970209238,13.1121733275515
"mCherry","mCherry","mCherry",FALSE,2.4402009637924,3.58917506364478,1.55399803583253,4.47537799160464,2.2072661974987,2.25936293694544,1.10177885797832,3.36485027646582,3.08550379134004,4.74643760909495,3.51813736852317,4.31380403191182
"Mp_rRNA","Mp_rRNA","Mp_rRNA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ncRNA_thermreg","ncRNA_thermreg","ncRNA_thermreg",FALSE,3.53592190687732,6.01297020275376,2.36981790659755,7.17907420303353,8.08075989588624,9.12794840071373,10.5625837470645,6.64612454953549,5.92916091848622,6.16527628357573,5.89021028789624,6.20422691416571
"neoR","neoR","neoR",FALSE,23.6077253362254,14.2139954293765,19.6399804458637,18.1817403197383,26.3559121158387,18.5767096549692,26.1703498958939,18.762271874914,26.1998710118111,10.9129272391666,20.6689005748134,16.4438976761642
"PF01TR004","PF01TR004","PF01TR004",FALSE,1.30947738411459,7.22162095404369,3.01168541141128,5.51941292674699,8.46024248210189,10.7126827077201,8.277262597011,10.895662592811,1.21251031332139,7.96360329906542,2.73013248143228,6.44598113095454
"PF01TR006","PF01TR006","PF01TR006",FALSE,12.654021309375,5.19934887574103,9.64318833032194,8.21018185479409,13.2088470442705,8.2919687110973,10.8226405651004,10.6781751902674,12.6167699897492,10.7791273032268,11.2202234705743,12.1756738224017
"PF02TR003","PF02TR003","PF02TR003",FALSE,8.87293473823195,9.2196609021505,12.4540849060757,5.63851073430673,15.0860702748464,10.24997299168,17.4351177214465,7.90092554507996,12.2209623833898,8.35653435053843,14.4397106992473,6.13778603468088
"PF03TR001","PF03TR001","PF03TR001",FALSE,16.0242066262645,7.77508508989357,11.7730087126068,12.0262830035513,17.1798603011753,12.0167952636672,17.8173210252824,11.3793345395602,16.4878234281422,6.71078100644268,12.7767235440241,10.4218808905608
"PF04TR001","PF04TR001","PF04TR001",FALSE,6.86732275530168,12.5309980610863,4.80989522628977,14.5884255900982,18.8203469704979,23.8778132638019,17.5770328395063,25.1211273947935,12.8335760972108,24.7927419465437,18.0514809925337,19.5748370512209
"PF04TR003","PF04TR003","PF04TR003",FALSE,6.5864413045214,13.9086708801967,11.7505667361066,8.74454544861151,14.0931754759799,12.62459862872,11.2909777427027,15.4267963619972,12.8673234007526,14.31657145122,11.9203461706221,15.2635486813505
"PF05TR001","PF05TR001","PF05TR001",FALSE,4.86893577875715,6.77158138048787,6.28314646418679,5.35737069505823,3.95501179088886,6.77192895915095,6.29542001308893,4.43152073695089,6.71604573618387,2.97801695191578,5.56359397054523,4.13046871755442
"PF05TR003","PF05TR003","PF05TR003",FALSE,5.18320602218562,6.89729842130028,7.07500923584423,5.00549520764167,4.5382719627246,2.47403617476201,1.56529988509563,5.44700825239099,5.69198048910487,6.20350651468763,5.91864510263598,5.97684190115652
"PF06TR002","PF06TR002","PF06TR002",FALSE,5.72972138153063,7.10623421870341,3.19897300460143,9.63698259563262,10.138607371705,8.77585765677504,7.01230981077427,11.9021552177057,9.79846358414164,15.0984456915019,12.6005756829478,12.2963335926957
"PF06TR004","PF06TR004","PF06TR004",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PF06TR006","PF06TR006","PF06TR006",FALSE,5.52800930983195,5.42893420936146,8.09689701573389,2.86004650345952,6.02552868960953,2.82169026010366,4.51157886025831,4.33564008945487,6.98444594736039,5.57745122675284,6.61985280139341,5.94204437271982
"PF07TR001","PF07TR001","PF07TR001",FALSE,4.00384913340954,1.69741202230895,2.99133002718502,2.70993112853347,3.65154438852538,2.83162235446307,4.81347001163924,1.66969673134921,10.0450620228122,3.75222866451997,5.9994362318314,7.7978544555008
"PF07TR003","PF07TR003","PF07TR003",FALSE,8.21246874475773,19.1808154772899,13.6159997013832,13.7772845206644,11.4868159973299,15.6367133378576,12.215317899607,14.9082114355806,10.0066264248181,17.0931873517168,16.1042682255968,10.9955455509381
"PF08TR002","PF08TR002","PF08TR002",FALSE,12.7194715738633,7.43438756629219,11.1961355160217,8.95772362413379,10.7033430145192,7.980175971371,12.6238630848824,6.05965590100775,15.1616251759129,5.82620015805086,11.2424492193043,9.74537611465941
"PF09TR001","PF09TR001","PF09TR001",FALSE,2.69092233970388,4.07829001569226,4.41077221730142,2.35844013809472,2.55595756339429,3.41010601147789,1.73183238585489,4.2342311890173,6.39408758557213,7.15706483768488,6.20790669550297,7.34324572775404
"PF09TR002","PF09TR002","PF09TR002",FALSE,8.37151666201149,15.7279590955509,10.34083616408,13.7586395934824,8.63292101902212,15.4549500671085,11.0768883185432,13.0109827675874,0.861887356605847,12.3914236500018,4.06678619751159,9.18652480909608
"PF09TR003","PF09TR003","PF09TR003",FALSE,7.30639762048561,3.40841144524597,6.06777748526661,4.64703158046498,6.87825417818725,4.02705505956226,5.75734195234916,5.14796728540035,6.70840090685051,1.84618663633259,3.71077212343644,4.84381541974666
"PF09TR004","PF09TR004","PF09TR004",FALSE,3.83344791562909,1.73256212521921,3.11502705425876,2.45098298658954,4.72522649681849,0.022200477231121,0.824625975830625,3.92280099821899,4.08698606283349,2.40199136826068,2.73874949145944,3.75022793963473
"PF09TR005","PF09TR005","PF09TR005",FALSE,13.9443321588864,8.42032588804201,11.1386316356444,11.226026411284,14.9891810272822,11.9957314875535,17.3220116036486,9.66290091118716,15.3999592901531,6.42408913435108,12.1630363255719,9.66101209893228
"PF10TR001","PF10TR001","PF10TR001",FALSE,5.53940664248404,0.457109212251371,1.9838501759275,4.01266567880792,11.7124946698041,15.0142924513617,14.6087943768628,12.1179927443031,19.9765931038561,16.7911974959259,19.4627602506462,17.3050303491358
"PF10TR002","PF10TR002","PF10TR002",FALSE,1.27303860784397,1.05337316011923,0.583001566247829,1.74341020171537,2.46174063219746,1.25627751630738,0.855762023825517,2.86225612467932,2.86508301939888,3.88592969584717,3.32697301430739,3.42403970093866
"PF10TR003","PF10TR003","PF10TR003",FALSE,1.18257341643387,1.0667815923314,0.56302930124505,1.68632570752022,2.64472124789476,1.5849152150956,1.70835910062529,2.52127736236507,3.5432507125107,2.70669342149998,2.34306638777384,3.90687774623684
"PF10TR004","PF10TR004","PF10TR004",FALSE,13.3604482352462,6.82250515344226,8.37034504982864,11.8126083388598,8.30463881862747,6.91807774027331,10.4346536443684,4.78806291453242,11.424181709238,3.54913274756786,7.23570469628811,7.73760976051777
"PF10TR006","PF10TR006","PF10TR006",FALSE,7.07987637420423,3.10067237310703,5.63108868968439,4.54946005762687,5.63297200949837,1.41952594745576,2.69493602410331,4.35756193285082,5.54383315778965,2.47209175686724,3.43506460221167,4.58086031244522
"PF10TR007","PF10TR007","PF10TR007",FALSE,10.677174480917,11.6092800959201,9.49980888895868,12.7866456878785,16.2240078704227,13.8597584981331,15.9766649500968,14.1071014184589,7.86980821948346,11.3763665886313,12.0403841693564,7.20579063875831
"PF10TR008","PF10TR008","PF10TR008",FALSE,10.2013259079639,4.63373767100203,7.80817644539377,7.02688713357214,8.096710605987,5.54440412095581,9.64477591428116,3.99633881266166,6.74067329332474,2.94879972564425,4.82821419273561,4.86125882623339
"PF10TR009","PF10TR009","PF10TR009",FALSE,3.27589911265696,1.86821717827547,3.13881911736391,2.00529717356852,15.2270281711489,9.42748603465023,11.1628996182237,13.4916145875755,8.2674981541057,6.54479774206408,7.50199037665951,7.31030551951026
"PF10TR010","PF10TR010","PF10TR010",FALSE,2.39222640532077,1.56357524550676,1.25515404973421,2.70064760109333,8.8728115260494,6.69631789336335,9.87536828963482,5.69376112977793,16.7862093515523,6.11386110169201,11.9525240781983,10.947546375046
"PF11TR001","PF11TR001","PF11TR001",FALSE,13.1245847509913,12.1804937559564,18.3516350020762,6.9534435048715,15.8028896772527,9.93594188425895,15.6278086560691,10.1110229054425,14.5531306893081,8.50719948149191,14.9843167239246,8.07601344687538
"PF11TR002","PF11TR002","PF11TR002",FALSE,11.8176785171396,8.55924509791643,9.94618154940974,10.4307420656463,5.53902771142919,8.60427900636278,8.62221386554363,5.52109285224834,11.1247699075076,9.65935368803089,9.91863525520839,10.8654883403301
"PF11TR004","PF11TR004","PF11TR004",FALSE,13.4413260914154,7.92234602493326,11.3854871032378,9.97818501311094,16.8138483184518,6.57239759732307,12.6536662290101,10.7325796867647,14.3104404945469,8.07352724582763,11.1884365176357,11.1955312227388
"PF11TR007","PF11TR007","PF11TR007",FALSE,0.703056174507051,2.51070689458063,0.790910618127391,2.42285245096029,6.92336712760242,10.2708666172838,7.97094572504676,9.22328801983945,7.12936741804673,6.62719807730831,5.77673833713814,7.9798271582169
"PF11TR009","PF11TR009","PF11TR009",FALSE,4.39721692216636,3.85252139921218,3.72701729643743,4.52272102494111,7.53871826498377,4.27588399536933,5.8205443030723,5.9940579572808,4.97141339499701,2.48799125401179,4.53496448893749,2.92444016007131
"PF11TR010","PF11TR010","PF11TR010",FALSE,17.1953522874148,10.2945951417449,13.5110850280979,13.9788624010618,15.7434592188856,11.4837337788845,16.084831904548,11.1423610932221,16.974935533921,6.67910216697048,12.8163675963322,10.8376701045592
"PF11TR012","PF11TR012","PF11TR012",FALSE,3.92661639925295,6.40331669408296,2.56504487943561,7.76488821390031,8.40019294115801,10.3257013192982,9.97442502534356,8.75146923511268,4.76641962211486,7.72164277470098,6.25386012354097,6.23420227327488
"PF12TR003","PF12TR003","PF12TR003",FALSE,4.59763731327546,8.27149496481828,7.85299728419869,5.01613499389506,2.42508532910223,4.72509319954356,2.85776755994134,4.29241096870446,4.13640057614557,6.81985853256405,5.15935740712995,5.79690170157966
"PF12TR004","PF12TR004","PF12TR004",FALSE,5.86787600289943,5.40750706594048,7.46603971853902,3.80934335030088,8.10785496301326,4.08737661942289,7.08424345426225,5.1109881281739,6.13481870488291,2.43402296849901,4.66151999762253,3.90732167575938
"PF12TR007","PF12TR007","PF12TR007",FALSE,3.61819803471166,2.57580053533542,4.09707820608925,2.09692036395783,3.37425703962324,1.29013630519905,1.34914290359364,3.31525044122865,4.81560991401212,2.21412183330719,3.45272347654197,3.57700827077734
"PF12TR008","PF12TR008","PF12TR008",FALSE,16.4117770531111,7.05594162928679,11.5925327280272,11.8751859543707,17.6866725902876,12.7635077801817,18.2459286208499,12.2042517496194,19.3171291086217,7.76650958270981,14.8283983171343,12.2552403741972
"PF12TR009","PF12TR009","PF12TR009",FALSE,14.0780126140135,8.62967732338834,10.8258139063863,11.8818760310156,14.545884150749,9.99047310727134,15.6802424070008,8.85611485101948,16.7996055598396,5.75114625770507,11.4219941092568,11.1287577082879
"PF12TR010","PF12TR010","PF12TR010",FALSE,5.98584452474912,10.9735708766451,10.2738613122966,6.68555408909764,12.33668329314,9.11774187331636,8.79867177310832,12.655753393348,17.8333463261011,13.5628166676133,17.3638459502018,14.0323170435125
"PF12TR012","PF12TR012","PF12TR012",FALSE,2.8949884268205,9.58597168554341,3.07383320979981,9.40712690256409,10.3732690205894,13.8338578364365,10.4347994926366,13.7723273643893,4.22295382386986,11.6948572687444,4.79654270096228,11.121268391652
"PF12TR013","PF12TR013","PF12TR013",FALSE,8.45541686884614,4.08276908008706,7.19218905490007,5.34599689403313,16.70395204157,10.3930821748861,15.5790735270619,11.5179606893942,14.2155406400032,5.53925066461495,10.3589091375751,9.39588216704304
"PF12TR015","PF12TR015","PF12TR015",FALSE,15.0550733413361,1.68056055388749,5.47601351726206,11.2596203779615,13.8013074749036,11.2976676269004,18.0944635548182,7.00451154698574,12.7853574035739,5.75611044438528,10.7190315609679,7.82243628699132
"PF12TR017","PF12TR017","PF12TR017",FALSE,14.0646831199897,8.78288353332072,12.0105472528899,10.8370194004205,14.1494125892491,9.37666501551552,13.6004604405811,9.92561716418349,12.6944292888652,5.29073437609849,10.0192133531695,7.96595031179412
"PF12TR018","PF12TR018","PF12TR018",FALSE,3.90994718072238,9.10483681265695,7.18174578691443,5.8330382064649,5.0006517286391,9.91823143523599,7.93354118876831,6.98534197510678,5.18906532313849,8.92081136038457,6.67564730528742,7.43422937823565
"PF13TR002","PF13TR002","PF13TR002",FALSE,7.79874551002399,10.0792225561524,11.7015585616209,6.17640950455552,8.55145190168726,8.66574218483963,11.765155161114,5.45203892541287,7.44323760116486,7.33273148467337,10.3514425943998,4.42452649143838
"PF13TR003","PF13TR003","PF13TR003",FALSE,8.63167107904789,4.36531288200528,6.73272280269029,6.26426115836288,5.70051552268006,3.88844807665287,5.9184353195963,3.67052827973664,6.34741708600409,1.53339121600014,3.37592874198719,4.50487956001704
"PF13TR004","PF13TR004","PF13TR004",FALSE,5.42467027639507,7.69035488895208,8.17189240567745,4.94313275966971,2.29059325704214,4.61221735651346,1.87441355977204,5.02839705378356,3.3501840655561,6.18753271996883,4.46315886274779,5.07455792277714
"PF13TR005","PF13TR005","PF13TR005",FALSE,7.81092121606637,4.40909837118999,7.42822177060193,4.79179781665442,6.30102863182115,3.27117825236224,4.11541439804342,5.45679248613996,6.74880080007948,3.87621247204735,5.60022989404018,5.02478337808664
"PF13TR007","PF13TR007","PF13TR007",FALSE,12.3198340638323,7.02207032772093,9.59989076007976,9.74201363147347,12.3036632770219,11.6382794641996,14.9428486023903,8.9990941388312,11.9043534113771,4.70271447043186,9.01550414181036,7.59156373999862
"PF13TR008","PF13TR008","PF13TR008",FALSE,3.57983705481688,6.52489794614263,2.50554710227096,7.59918789868854,8.54949644186181,10.1608721766115,10.0322959170633,8.67807270141001,4.47476360576202,8.15005621542344,6.43258402888532,6.19223579230014
"PF13TR011","PF13TR011","PF13TR011",FALSE,9.16238576059893,3.85909249879074,5.16115006032568,7.86032819906399,9.68107455266949,6.28905145441976,9.71792893191906,6.25219707517019,1.23970700165454,1.57236850405988,1.83024385461154,0.981831651102882
"PF14TR002","PF14TR002","PF14TR002",FALSE,5.5937337827727,4.81092059095166,4.90744271185394,5.49721166187042,6.1410908920552,3.67470213551156,4.56920804835083,5.24658497921593,3.59356058712322,2.67195960032791,4.56146191527321,1.70405827217792
"PF14TR003","PF14TR003","PF14TR003",FALSE,8.58768908295529,15.0634316243405,12.1274430272295,11.5236776800663,8.11910865237403,11.2111571275836,8.7270100660721,10.6032557138856,6.15596894378515,14.6164185764835,11.1472618468672,9.62512567340144
"PF14TR004","PF14TR004","PF14TR004",FALSE,19.1725794290195,14.3637801666695,16.4256434072113,17.1107161884778,15.4250433721654,18.5176240597598,22.342698342812,11.5999690891132,20.0615080353417,13.1546170001195,18.0499572717565,15.1661677637047
"PF14TR005","PF14TR005","PF14TR005",FALSE,2.22582745042711,5.05891142255599,4.05817418848422,3.22656468449889,6.09071817500228,5.12363562418201,4.14370423156882,7.07064956761547,5.09615939467165,10.3451472566964,8.28542090982523,7.15588574154283
"PF14TR006","PF14TR006","PF14TR006",FALSE,6.33378412643911,3.70488819038473,6.18288468404228,3.85578763278157,12.8816492144686,6.47181326510636,10.2213313465807,9.13213113299421,9.83033774864303,5.27916797203635,7.51995393580963,7.58955178486975
"PF14TR007","PF14TR007","PF14TR007",FALSE,15.7246600443602,10.0690641673583,14.7220359610806,11.0716882506379,17.0010155454285,21.8092787628537,18.280688780636,20.5296055276462,17.6528302846062,7.24242209447992,13.7639390037291,11.131313375357
"PF14TR011","PF14TR011","PF14TR011",FALSE,3.82681772836356,1.57985371154493,2.92547498006055,2.48119645984794,11.554432680493,9.29728016401687,11.3660473818384,9.48566546267143,12.542224641155,10.5774635638431,11.7761581516689,11.3435300533292
"PF3D7_0100100","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,12.8132561418654,4.46615364233078,8.38098132254957,8.89842846164664,9.68503237462285,3.43077954701891,6.75882733031548,6.35698459132627,9.88354925102494,3.77785537566212,7.22507121195536,6.4363334147317
"PF3D7_0100200","RIF","rifin",FALSE,10.7424983269522,5.11008245703294,7.1997918443196,8.6527889396655,8.35850881361853,6.99732182200618,11.1762349654115,4.17959567021319,8.3795928353779,4.39205035668407,6.69327337877833,6.07836981328365
"PF3D7_0100400","RIF","rifin",FALSE,19.8619423768264,21.4594945403632,26.4459231826712,14.8755137345184,14.1583631521874,7.50938869957313,13.6029437971737,8.06480805458679,16.0834258034139,12.9447641781689,14.3228960908185,14.7052938907643
