"Gene_id","name","Annot","Variant","ctl_Left","ctl_Right","ctl_Middle","ctl_Sides","treat_Left","treat_Right","treat_Middle","treat_Sides"
"ncRNA_thermreg","ncRNA_thermreg","ncRNA_thermreg",FALSE,1.3010562999009,8.45417425795902,2.11517842698012,7.64005213087981,2.86617124020461,11.3497589764094,5.63586374984065,8.58006646677333
"neoR","neoR","neoR",FALSE,19.2188638721064,1.36592303970178,6.30775639676445,14.2770305150438,19.7082255000211,4.5271275001144,10.4059299595241,13.8294230406114
"PF01TR004","PF01TR004","PF01TR004",FALSE,6.13766941109759,8.62186076277435,6.08671500586288,8.67281516800906,1.67245883793579,9.39785019320834,4.55011451782059,6.52019451332354
"PF01TR006","PF01TR006","PF01TR006",FALSE,18.2444369508261,17.8204942422995,15.0827536447051,20.9821775484205,8.53214968977166,13.3491089581364,5.59237254645147,16.2888861014566
"PF02TR003","PF02TR003","PF02TR003",FALSE,22.6825736144588,5.6548890132067,12.943320583039,15.3941420446265,18.7707245279224,9.73616471426802,17.0445823272589,11.4623069149315
"PF03TR001","PF03TR001","PF03TR001",FALSE,8.80770535153948,0.519836826653086,2.67479150484682,6.65275067334574,8.57104789732374,2.18364962498362,4.0535852727874,6.70111224951996
"PF04TR001","PF04TR001","PF04TR001",FALSE,10.8536076158662,30.6689513690512,21.3187718934858,20.2037870914316,24.3126179699764,36.7747455548088,30.8045988498213,30.282764674964
"PF04TR003","PF04TR003","PF04TR003",FALSE,7.99492962764,3.95034843282299,3.92576148731204,8.01951657315095,4.20977536067194,4.42946661923421,2.15979984677643,6.47944213312972
"PF05TR001","PF05TR001","PF05TR001",FALSE,4.96615036013557,18.4821990160569,10.6681239658478,12.7802254103447,12.6634029814212,25.3092314119297,18.0111086486627,19.9615257446882
"PF05TR003","PF05TR003","PF05TR003",FALSE,7.83361030218696,6.06910858029137,6.44814653584276,7.45457234663557,6.2298720813802,4.60447628695609,2.65410352726967,8.18024484106663
"PF06TR002","PF06TR002","PF06TR002",FALSE,9.63840227972879,6.13243357167203,9.76254690499583,6.00828894640499,6.62489371238998,5.27082723264106,6.80599685647617,5.08972408855488
"PF06TR004","PF06TR004","PF06TR004",FALSE,3.92590395978576,10.3909658910239,6.22263392401158,8.09423592679804,2.5729837606281,4.63406080764644,1.85556049656005,5.35148407171449
"PF06TR006","PF06TR006","PF06TR006",FALSE,20.9927660488442,28.3928570808,20.6683902600814,28.7172328695629,11.6741828591793,20.9230980250576,8.39055339309337,24.2067274911435
"PF07TR001","PF07TR001","PF07TR001",FALSE,5.57132035118407,1.70393619649666,3.53914981212788,3.73610673555286,12.7241332716569,3.86662000717598,7.45023433782995,9.1405189410029
"PF07TR003","PF07TR003","PF07TR003",FALSE,10.8696867837935,16.6275853942636,15.980620064274,11.5166521137832,9.08657116618126,17.1551319748838,15.3930754645263,10.8486276765388
"PF08TR002","PF08TR002","PF08TR002",FALSE,15.6411020040975,5.31272750491586,10.3398953026993,10.6139342063141,20.5403819806742,6.22839081295996,12.8660691304343,13.9027036632
"PF09TR001","PF09TR001","PF09TR001",FALSE,6.09009797479464,1.72948221676151,3.71655622704872,4.10302396450743,5.94155480856226,1.99696557769526,2.58234957308377,5.35617081317375
"PF09TR002","PF09TR002","PF09TR002",FALSE,9.66361808850409,32.3538258010339,20.0177291119139,21.9997147776241,9.58760088872943,28.523943795921,17.9390624653674,20.1724822192831
"PF09TR003","PF09TR003","PF09TR003",FALSE,11.4126851174634,1.33430738401159,4.78550195044057,7.96149055103444,11.1220951688604,3.70936764570588,6.33820091750748,8.49326189705881
"PF09TR004","PF09TR004","PF09TR004",FALSE,2.277041615114,0.289531942915374,0.723363028818849,1.84321052921053,3.98596903972128,0.655201323894782,1.29969266310958,3.34147770050648
"PF09TR005","PF09TR005","PF09TR005",FALSE,12.6325174307761,1.77324353380466,4.04734200104249,10.3584189635383,12.8234664070923,4.39341638309732,7.47032303048904,9.7465597597006
"PF10TR001","PF10TR001","PF10TR001",FALSE,4.80831356853802,1.58525790921174,3.18552586885185,3.20804560889791,19.6356401502763,8.98972815261929,14.3235944794172,14.3017738234784
"PF10TR002","PF10TR002","PF10TR002",FALSE,1.87783986020774,2.40189519223612,1.04068321788399,3.23905183455987,1.39648329982974,3.32097526246781,1.8176612380564,2.89979732424115
"PF10TR003","PF10TR003","PF10TR003",FALSE,5.40622135888285,7.77105862394589,3.18341604962453,9.99386393320421,4.63292733886532,9.51603991007531,3.66683918489993,10.4821280640407
"PF10TR004","PF10TR004","PF10TR004",FALSE,9.17542290519634,0.864693148391752,3.18089818331694,6.85921787027115,5.96531168867462,1.45525230153456,1.72048959405707,5.70007439615211
"PF10TR006","PF10TR006","PF10TR006",FALSE,31.2050993522264,12.9651261769243,23.7332247973355,20.4370007318151,29.1770717391286,12.8017425705371,23.2558713882401,18.7229429214256
"PF10TR007","PF10TR007","PF10TR007",FALSE,3.94437291260176,12.0442092163884,7.93208740051808,8.05649472847213,7.09963152645974,13.7439519221443,9.94539805460676,10.8981853939972
"PF10TR008","PF10TR008","PF10TR008",FALSE,14.7578382291723,12.9118288391719,6.95402009750686,20.7156469708374,8.91273584744038,11.5329490769327,5.43679710426893,15.0088878201041
"PF10TR009","PF10TR009","PF10TR009",FALSE,1.19806997675399,5.9828493368744,2.88658080823481,4.29433850539359,3.70180085556015,7.88172032222955,5.5072468499342,6.0762743278555
"PF10TR010","PF10TR010","PF10TR010",FALSE,6.49274095481178,7.08421914798061,5.53825659643747,8.03870350635492,6.23647256038724,8.70273594923676,3.79456825206592,11.1446402575581
"PF11TR001","PF11TR001","PF11TR001",FALSE,13.569143670847,3.73284953152437,7.46365228105491,9.83834092131648,15.9477391007097,5.52342491716619,10.9095089802442,10.5616550376317
"PF11TR002","PF11TR002","PF11TR002",FALSE,4.65437894073629,2.27707814376773,2.97810792481409,3.95334915968993,1.60922536273322,0.252812519539117,0.425282548562064,1.43675533371027
"PF11TR004","PF11TR004","PF11TR004",FALSE,13.1323060757308,0.879200518927535,4.54676477188266,9.46474182277572,12.3626250147897,0.31203489712892,3.14493435596358,9.52972555595501
"PF11TR007","PF11TR007","PF11TR007",FALSE,5.44394318832558,6.04106431617033,5.91129485239296,5.57371265210295,5.011008429689,2.79029061022618,1.88099618621026,5.92030285370493
"PF11TR009","PF11TR009","PF11TR009",FALSE,6.85296918499554,1.85276506745204,4.07540414734493,4.63033010510266,6.66325670747417,1.8133172066426,3.48942903139839,4.98714488271838
"PF11TR010","PF11TR010","PF11TR010",FALSE,5.062766383561,9.44970673382305,3.41638299030593,11.0960901270781,11.6029885868131,21.5037942324094,18.2106280151692,14.8961548040533
"PF11TR012","PF11TR012","PF11TR012",FALSE,2.93907830873816,9.29708831277287,3.2899044222287,8.94626219928233,0.861118896554682,12.2998858222154,4.39554006183978,8.76546465693032
"PF12TR003","PF12TR003","PF12TR003",FALSE,5.10582742707161,8.9199432346251,8.89809764267301,5.1276730190237,6.31622889868664,6.91656185539003,8.14781399263189,5.08497676144478
"PF12TR004","PF12TR004","PF12TR004",FALSE,7.62709605144557,2.74716947095063,2.83575103349317,7.53851448890303,3.65593559460551,1.56340301606105,1.24106380561761,3.97827480504895
"PF12TR007","PF12TR007","PF12TR007",FALSE,5.64716450930564,1.33057749263246,1.91973759480761,5.0580044071305,5.93997959208172,2.78545168639944,3.70184647540353,5.02358480307764
"PF12TR008","PF12TR008","PF12TR008",FALSE,11.7159695402432,3.60881705996093,5.98111629019831,9.34367031000584,15.9006072657705,1.54423358515341,5.57433910703964,11.8705017438842
"PF12TR009","PF12TR009","PF12TR009",FALSE,5.32361294956525,0.652416486900196,1.68615830411745,4.289871132348,4.34840764679161,3.88911573877806,4.14334097902672,4.09418240654295
"PF12TR010","PF12TR010","PF12TR010",FALSE,8.77567582788604,9.63450522531617,7.57051893839786,10.8396621148044,10.2174291908426,7.15011896976353,4.24131699160001,13.1262311690062
"PF12TR012","PF12TR012","PF12TR012",FALSE,7.0562616662967,24.228804692644,14.7408135089721,16.5442528499686,8.28641266227099,25.7478264196388,15.4087928928337,18.6254461890761
"PF12TR013","PF12TR013","PF12TR013",FALSE,15.4455249821406,4.20573471656457,7.69859699169893,11.9526627070062,12.340777938475,4.43244089091843,8.65385343251562,8.11936539687781
"PF12TR015","PF12TR015","PF12TR015",FALSE,21.5964594483257,1.69358873742312,6.64459835974631,16.6454498260026,15.0604936281348,7.10500482092149,6.52927313667832,15.6362253123779
"PF12TR017","PF12TR017","PF12TR017",FALSE,14.2427933634357,3.56130866344744,7.93211648530624,9.8719855415769,15.4801271293966,4.62925724529424,9.60981236321632,10.4995720114746
"PF12TR018","PF12TR018","PF12TR018",FALSE,2.78432754529515,7.14323513373579,5.32026699261475,4.60729568641619,5.97248306849996,8.80581894576459,8.15058168118413,6.62772033308042
"PF13TR002","PF13TR002","PF13TR002",FALSE,18.7292553094547,9.98699785604933,15.6058172339501,13.1104359315539,19.4903989983737,12.0089420807706,20.369696241104,11.1296448380403
"PF13TR003","PF13TR003","PF13TR003",FALSE,4.82102348949976,3.45064879453361,2.11415799023241,6.15751429380096,4.87605472793837,7.0985397006771,4.9838610928674,6.99073333574806
"PF13TR004","PF13TR004","PF13TR004",FALSE,18.6649681423435,7.91918054045969,14.3834692613583,12.2006794214449,13.6394348207219,9.25602017350216,13.4101060368625,9.48534895736154
"PF13TR005","PF13TR005","PF13TR005",FALSE,14.5175906896755,3.40986568609847,7.17780473696366,10.7496516388103,16.1792302905765,4.41715362562911,9.48021781291004,11.1161661032956
"PF13TR007","PF13TR007","PF13TR007",FALSE,9.06792873551665,3.24918109441037,6.30420384235899,6.01290598756803,14.1778180649339,6.17820363666256,10.4598631036391,9.8961585979573
"PF13TR008","PF13TR008","PF13TR008",FALSE,2.97629721465361,8.9140384116756,2.9389122358291,8.95142339050011,0.765169814546952,12.8025253901994,4.42112801498186,9.14656718976445
"PF13TR011","PF13TR011","PF13TR011",FALSE,13.7453972819405,3.2858637171205,4.68239832281493,12.348862676246,12.4385315697128,9.79290228138732,7.55451120485067,14.6769226462495
"PF14TR002","PF14TR002","PF14TR002",FALSE,3.65067007093551,7.94156428541182,5.21147194399958,6.38076241234775,0.823294360685305,8.54540943352939,2.55661366431339,6.81209012990132
"PF14TR003","PF14TR003","PF14TR003",FALSE,3.72152224490591,3.99497896050269,4.18647925837014,3.53002194703846,1.98032394216358,3.02084546775664,1.2764579347583,3.72471147516192
"PF14TR004","PF14TR004","PF14TR004",FALSE,15.9605240619455,5.90493041075066,10.5646744305923,11.300780042104,17.1633696856741,6.60884552330579,12.6301558363825,11.1420593725973
"PF14TR005","PF14TR005","PF14TR005",FALSE,0.795263367774602,4.02260692726478,1.92660167425388,2.8912686207855,3.85005126167927,5.0075753537914,5.54906425039915,3.30856236507152
"PF14TR006","PF14TR006","PF14TR006",FALSE,17.4372393976174,32.4676800442936,17.3982544482993,32.5066649936118,12.7041061742609,31.0828793207003,11.4414267525605,32.3455587424007
"PF14TR007","PF14TR007","PF14TR007",FALSE,8.11824009828816,4.37228466261174,5.0526146407408,7.4379101201591,5.26572924434868,0.221586441913818,1.22328453653025,4.26403114973225
"PF14TR011","PF14TR011","PF14TR011",FALSE,2.22310076774106,7.82807684299875,4.68412374933741,5.3670538614024,5.63257955044174,17.9801811976861,9.81838501174944,13.7943757363784
"PF3D7_0100100","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,12.0588250408057,0.425977199790771,3.93193620840013,8.55286603219631,32.2088569533897,5.43328918044898,13.5051761693575,24.1369699644812
"PF3D7_0100200","RIF","rifin",TRUE,9.15404476746942,2.03362854714893,3.08658862884303,8.10108468577532,11.526222448692,6.60792881878324,9.9291618566499,8.20498941082529
"PF3D7_0100400","RIF","rifin",TRUE,2.59308670328666,5.65093053314316,4.74917995588513,3.4948372805447,6.36257733765677,4.71271560688375,5.10044709316757,5.97484585137294
"PF3D7_0100500",NA,"erythrocyte memb. prot. 1 (PfEMP1) exon 1 pseudo",FALSE,5.68715337416121,2.834044843857,3.96943664962183,4.55176156839638,6.19209675047227,2.93843829215159,2.18273620867703,6.94779883394683
"PF3D7_0100600","RIF","rifin",TRUE,11.2751433892356,7.27613011097829,8.08425236489794,10.467021135316,10.3046852629319,3.01876816276755,6.31294815391405,7.0105052717854
"PF3D7_0100800","RIF","rifin",TRUE,6.7595062205968,0.0882294024773193,1.98898068382207,4.85875493925205,5.60655420432587,2.20123528140922,2.8881832965706,4.9196061891645
"PF3D7_0100900","RIF","rifin",TRUE,16.4218362673203,1.73815639433818,6.67813339212948,11.481859269529,16.4087995035356,3.16935601316157,7.76492507033239,11.8132304463647
"PF3D7_0101000","RIF","rifin",TRUE,12.8948997708036,9.29136395791951,9.97580217805316,12.2104615506699,9.36265026051811,0.160230010820609,2.27995583871241,7.24292443262631
"PF3D7_0101300","MC-2TM","Pfmc-2TM Maurer's cleft two transmemb. prot.",TRUE,8.60953452498054,1.6599039268806,4.3568079950327,5.91263045682844,40.8799208470601,28.2079310692787,45.5519152720658,23.5359366442731
"PF3D7_0101500","VAR","erythrocyte memb. prot. 1 (PfEMP1) exon 2 pseudo",TRUE,13.2434934837058,6.49136125434088,8.70079770512609,11.0340570329206,29.8218345515185,7.26355321854192,16.2989060410675,20.7864817289929
"PF3D7_0101600","RIF","rifin",TRUE,10.414580613578,0.787818454975318,3.19832976782732,8.00406930072597,20.8793815538673,11.1954489832369,18.0477012821249,14.0271292549794
"PF3D7_0101800",NA,"stevor",TRUE,4.18306224190326,1.50585035416579,1.52883758537052,4.16007501069853,7.05679866533574,3.74094091362576,5.31639529794052,5.48134428102099
"PF3D7_0101900","RIF","rifin",TRUE,4.38191791289757,1.80804349860194,3.31833840950868,2.87162300199083,5.41907387420749,1.86903534638408,3.2188802508003,4.06922896979126
"PF3D7_0102000",NA,"Pl. xptd. prot. (PHISTa) ukwn. func. pseudo",TRUE,11.9319828066745,9.96809222461762,13.7233465870457,8.17672844424641,24.6750751581153,15.8422729419303,26.6431028938156,13.8742452062301
"PF3D7_0102100",NA,"stevor pseudo",TRUE,16.1616993778811,0.855945689805001,5.59550722732342,11.4221378403627,20.4037686439838,9.67196396527889,16.596046624688,13.4796859845747
"PF3D7_0102200","RESA","ring-infected erythrocyte surface antigen",TRUE,11.9222034167375,4.62480854265358,4.42572595309994,12.1212860062912,20.1396451134655,8.1928732483793,10.4830789503925,17.8494394114523
"PF3D7_0102300",NA,"Pl. xptd. prot. ukwn. func.",FALSE,20.397740852224,41.628384059687,36.7783847376598,25.2477401742512,23.5006694524682,43.9292317999887,39.4180326174518,28.0118686350051
"PF3D7_0102400",NA,"lysophospholipase put. pseudo",TRUE,1.21099291796706,3.76082813995547,2.44823616153756,2.52358489638497,5.07763947410915,5.38936383556009,6.33472151165605,4.13228179801318
"PF3D7_0102500","EBA181","erythrocyte binding antigen-181",FALSE,6.94119466242678,7.36499510120063,3.94818802428371,10.3580017393437,4.62898701034403,6.15859644609795,2.73285262510418,8.0547308313378
"PF3D7_0102600","FIKK1","serine/threonine prot. kinase FIKK family",TRUE,20.9583867781247,5.48974188677569,11.7503132090381,14.6978154558623,24.4397338205973,12.076753447943,21.5523370178269,14.9641502507135
"PF3D7_0102700","MaTrA","merozoite-associated tryptophan-rich antigen",FALSE,18.8291492419277,6.86769950667611,12.0728359721806,13.6240127764232,14.8975159323308,3.35803143282281,7.78018320314372,10.4753641620099
"PF3D7_0102800",NA,"seipin domain-containing prot. put.",FALSE,11.3275879945794,18.7706966797336,17.2147698720861,12.8835148022269,9.71788185284057,19.2798477247952,16.7191922026474,12.2785373749884
"PF3D7_0102900",NA,"aspartate--tRNA ligase",FALSE,13.070505064899,8.14634845621998,13.0448309059145,8.17202261520448,13.1905785904151,8.36309352544018,13.2765095194682,8.27716259638709
"PF3D7_0103000",NA,"vacuolar prot. sorting-associated prot. VTA1 put.",FALSE,7.23744456804702,3.76764508479792,2.88379884862888,8.12129080421606,5.88869243444974,3.7608720251622,2.79678092144453,6.85278353816741
"PF3D7_0103100","VPS51","vacuolar prot. sorting-associated prot. 51 put.",FALSE,0.731120587280889,2.69556032926645,0.766630950300383,2.66004996624695,2.29990133037364,3.55958427946426,3.06562801011735,2.79385759972056
"PF3D7_0103200","NT4","nucleoside transporter 4",FALSE,10.3259114389428,7.54506302589962,11.5735018116078,6.29747265323468,9.88172402556936,9.28372651806358,11.833800126875,7.33165041675792
"PF3D7_0103300",NA,"cvd. prot. ukwn. func.",FALSE,10.9180440366492,3.06893818743293,6.62675567604304,7.36022654803913,10.77830830769,3.77933434355108,6.99189729891158,7.56574535232949
"PF3D7_0103400",NA,"zinc-carboxypeptidase put.",FALSE,10.5472107358683,18.6098794460896,18.4187124696774,10.7383777122805,12.9051696662371,17.3503075827696,18.6188603398653,11.6366169091413
"PF3D7_0103500",NA,"cvd. Pl. prot. ukwn. func.",FALSE,13.433582757423,24.5862875875171,23.6406368439777,14.3792335009623,17.1584110829191,23.6956406995384,23.6714100771741,17.1826417052834
"PF3D7_0103600",NA,"ATP-dependent RNA helicase put.",FALSE,7.22888259371759,6.62477210408306,9.63688390043932,4.21677079736132,6.23042429099663,6.85451097066674,8.24511520439438,4.83982005726899
"PF3D7_0103700","PSTK","L-seryl-tRNA(Sec) kinase put.",FALSE,1.76396761633024,1.91419571364301,0.907345993329216,2.77081733664404,5.60903050671129,2.53781923773707,2.11585885028934,6.03099089415902
"PF3D7_0103800","ARP1","actin-related prot.",FALSE,11.2037864865362,16.9452598464393,8.4984243722378,19.6506219607377,9.36317433114819,20.4507549831722,7.74943377414929,22.0644955401711
"PF3D7_0103900","PIESP15","parasite-infected erythrocyte surface prot.",FALSE,11.2525470160918,17.6303226725391,17.6562817576809,11.22658793095,9.81632686224892,16.498098685304,16.0694861060115,10.2449394415414
"PF3D7_0104000","TRSP","thrombospondin-related sporozoite prot.",FALSE,9.00416236843257,4.78035535877886,3.60685167859396,10.1776660486175,8.81063713359968,7.65574779862605,4.35542522915271,12.110959703073
"PF3D7_0104100",NA,"cvd. Pl. memb. prot. ukwn. func.",FALSE,8.38583996577991,12.4970585798873,5.01097877058824,15.8719197750789,6.07524091955947,15.6351028661568,5.93163590423158,15.7787078814846
"PF3D7_0104200",NA,"StAR-related lipid transfer prot.",FALSE,11.0067507300783,23.3220801417477,19.5352816491683,14.7935492226577,15.2384693896865,27.340643245262,25.4215017927628,17.1576108421857
"PF3D7_0104300","UBP1","ubiquitin carboxyl-terminal hydrolase 1 put.",FALSE,11.0065438074394,4.81822709768289,8.65135951952321,7.17341138559906,9.45746605489714,4.09599764277131,6.78580081346887,6.76766288419958
