"Gene_id","name","Annot","Variant","Ctl_1","Ctl_2","Ctl_3","A_1","A_2","A_3","B_1","B_2","B_3"
"PF04TR003","PF04TR003","PF04TR003",FALSE,-1.62409119121712,0.279290232870504,0.44892499030511,1.51927958455179,-0.246770646930546,0.542884377168245,0.692858552317868,-0.166708548210648,0.864899783743221
"PF05TR001","PF05TR001","PF05TR001",FALSE,-0.535271141151864,0,0,-1.09921325504504,0,0,0,0,-0.927661501253555
"PF05TR003","PF05TR003","PF05TR003",FALSE,0.316004765339676,1.14568169042188,0.769263775489294,1.78566351540601,0.0315900306646346,0.659463666941656,0.786363410655704,0.828891186905251,0.922590612896955
"PF06TR002","PF06TR002","PF06TR002",FALSE,0.936743578585981,-0.67490407941533,1.49064309591554,2.02547965711895,-0.0099738129496949,0.985337710103454,0.251610707175327,0.971995253677672,1.7241375028266
"PF06TR004","PF06TR004","PF06TR004",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PF06TR006","PF06TR006","PF06TR006",FALSE,-2.27634214785989,-0.81791302942061,-2.42812555967312,-1.20507058906158,-1.58964100386245,-2.16261286442258,-1.34977617929328,-1.30710584117077,-1.68963453518349
"PF07TR001","PF07TR001","PF07TR001",FALSE,1.13351847279327,0.879392858562482,0.451739505676348,0.269228506518885,1.33915740543006,0.419175609150428,2.57341757834231,1.27491795976503,0.728311760150063
"PF07TR003","PF07TR003","PF07TR003",FALSE,-1.62974325587681,-0.090258187029071,1.584888376315,-0.12437658410889,-0.555647807392284,0.801701626502984,-1.96500312733047,0.44808619935857,0.320361135730963
"PF08TR002","PF08TR002","PF08TR002",FALSE,1.63884574595909,1.50469354391383,0.0392210180714982,-0.0439015534011826,2.04780183429993,-0.0401009894159341,2.28452477130433,1.64251343096027,-0.172365957736379
"PF09TR001","PF09TR001","PF09TR001",FALSE,-0.255858011973574,0.52177764258525,0.102159144081866,0.651633829038623,-0.171655066917914,0.59391224853076,0.794848144226411,0.53495877664881,0.927469427205012
"PF09TR002","PF09TR002","PF09TR002",FALSE,-2.44934244739858,-2.34757165474908,-0.215701328805385,-2.52632419494465,-2.29542471465636,-0.686186860529912,-3.32824693878132,-3.54391845685313,-0.514052017170845
"PF09TR003","PF09TR003","PF09TR003",FALSE,0.248363765810418,0.0846867564933839,-0.926034368718408,0.22292287152974,0.0514047916018076,-0.571505921097766,0.611877699741266,-0.312319836558565,-0.796494865972218
"PF09TR004","PF09TR004","PF09TR004",FALSE,1.12435839144019,1.00754360385585,0.493780783114782,2.37422694480514,0.544194230673476,0.540768717884541,1.38987453285892,0.878776575126704,0.86015496173022
"PF09TR005","PF09TR005","PF09TR005",FALSE,0.323169604844266,-0.499585105824039,-1.29186710062638,-1.53373051938439,0.932754481760758,-1.47303390205994,0.28166931379372,-0.00795170808384132,-2.00907536412115
"PF10TR001","PF10TR001","PF10TR001",FALSE,0.975939993129237,-0.328971429214451,-0.464274310245165,0.241875615914617,1.64569710372977,1.56931280637999,2.12845697979945,2.41722652021772,1.40097108053894
"PF10TR002","PF10TR002","PF10TR002",FALSE,0.425200305098085,0.067121865631471,0.388102230949801,1.00255093494695,0.0763689094812379,0.378062119188401,0.406500559288423,0.497254971451705,0.67965154219507
"PF10TR003","PF10TR003","PF10TR003",FALSE,-0.148341109202438,-0.480973631815802,-0.155901555512713,0.176753687062443,-0.278904371256468,-0.251036322388128,0.332724891016515,-0.248385429149932,-0.00172064202591343
"PF10TR004","PF10TR004","PF10TR004",FALSE,1.68144912464138,-0.231291970809841,-0.151748819978028,-1.23187554177801,0.701963985794535,-0.936211979402162,1.06136759360233,-0.0243947649961006,-1.12996060492154
"PF10TR006","PF10TR006","PF10TR006",FALSE,1.45079351556545,1.18001215233218,0.260570610503402,1.90796070947398,0.688088733626435,0.40724273582637,1.51043977161511,0.793981534540474,0.591749421538839
"PF10TR007","PF10TR007","PF10TR007",FALSE,-0.0376132258017196,-0.82727890239211,0.31231077488684,0.0836999745637468,0.45585485824202,-0.401146401818352,-1.9053281037157,0,-0.619236621549419
"PF10TR008","PF10TR008","PF10TR008",FALSE,-1.23828407523909,-1.82303846993565,-2.8864455715566,-2.95825934733106,-1.18778991778321,-3.01893107989284,-1.74687317298766,-2.20534199764942,-2.78796670062345
"PF10TR009","PF10TR009","PF10TR009",FALSE,-2.01799163538534,-1.90261379347497,-2.45664936335939,0.781359067657667,-0.912880394008127,-1.28941065688107,-1.19025122632612,-1.33480338500393,-1.6493226623642
"PF10TR010","PF10TR010","PF10TR010",FALSE,-0.657102868648342,-1.18334874308548,-0.865790162954132,-0.850462535586558,0.419846895061835,-0.983161169195779,1.6015289534075,0.649724248138779,-1.2547624151768
"PF11TR001","PF11TR001","PF11TR001",FALSE,-0.369997974169744,2.69906933841549,-0.913605008010526,0.779377609937202,2.03370891957014,-0.311936847864213,0.616915639554057,2.0323805461663,-0.574543030100752
"PF11TR002","PF11TR002","PF11TR002",FALSE,1.06302369866555,0.455933244450504,0.120517651970125,-1.14471087088824,0.455933244450504,0.18817096042226,0.921144742697076,0.455933244450504,0.455933244450504
"PF11TR004","PF11TR004","PF11TR004",FALSE,0.783164529767186,0.381485456467389,-0.865444674094225,1.52487071968946,0.807819569009636,-1.36283529518413,1.12458056763845,0.385058406370197,-0.584640294721494
"PF11TR007","PF11TR007","PF11TR007",FALSE,-0.86043940386633,-1.05819401733498,-0.293009989105726,-0.117251396882053,-0.1183080041125,0.747022889692407,0.334642903036302,-0.40406117912506,0.0487841699549184
"PF11TR009","PF11TR009","PF11TR009",FALSE,0.484489537257934,0.182011655745959,0.34369218280655,1.10479037368499,0.580159834287559,0.0846578251572199,0.298957703339489,0.501980808944618,-0.273036170162077
"PF11TR010","PF11TR010","PF11TR010",FALSE,1.84150455962794,0.712845884433157,-0.16764099048897,0.26160210495403,1.52559388637346,-0.411314020806781,1.59459035648996,0.987550611839478,-1.09301039344688
"PF11TR012","PF11TR012","PF11TR012",FALSE,-2.7424392007151,-3.8469121239753,-1.8955025529646,-3.17141473491451,-2.43931827351736,-2.42656145574068,-3.39979736485262,-3.04436613826007,-2.58882412159981
"PF12TR003","PF12TR003","PF12TR003",FALSE,-0.619689719253849,0.708957580885803,0.389275921861302,-0.101708424379662,-0.318922897179204,0.418927827879211,-0.074600070652318,0.046050134757912,0.61768420316344
"PF12TR004","PF12TR004","PF12TR004",FALSE,-0.447810445443027,0.514032160755915,-0.668310793966741,0.247726241318625,0.425880354405293,-0.730499039970958,0.204939285913765,-1.06193902470186e-05,-0.758216310459556
"PF12TR007","PF12TR007","PF12TR007",FALSE,-0.26308615420638,0.14879408482601,-0.615129981288294,0.584820706360806,-0.449795724513579,-0.303278099309104,0.311955926893156,-0.0339187806101468,-0.409145476444416
"PF12TR008","PF12TR008","PF12TR008",FALSE,1.55117312625292,0.119836240539521,-1.18100708052642,-0.0152103786863518,1.56985260142481,-0.750938278806373,1.56009509060426,0.988019037451646,-1.43127274473981
"PF12TR009","PF12TR009","PF12TR009",FALSE,1.59458812714402,0.510351708178237,0.024414035265122,-0.128058813624109,1.8037757825506,-0.651560897336413,2.11713302853512,0.901393912927153,-0.890105953424962
"PF12TR010","PF12TR010","PF12TR010",FALSE,-1.84010446293967,-0.110286379225339,-0.464137697613227,1.15093055007958,-0.756370218847409,-0.325323984056775,0.38533182862441,0.907764408650578,-0.560448955685869
"PF12TR012","PF12TR012","PF12TR012",FALSE,-1.99612470801991,-2.81042282259591,0.111066339140902,-0.902095027444112,-1.67343117747742,-0.269030148545061,-1.64757554843012,-2.71451048257705,-0.0261620763659411
"PF12TR013","PF12TR013","PF12TR013",FALSE,0.969278904105277,0.856663951149424,-0.35404543445885,1.64352453252617,2.2865335136513,0.230870160818049,2.12793171985102,1.39916734138397,-0.184317846856478
"PF12TR015","PF12TR015","PF12TR015",FALSE,3.28231085218138,-0.276712065474633,-0.497315924181547,-1.17002713441604,2.65895331737459,-0.522178343567668,1.12510629597875,1.18728572849249,-0.605760497380955
"PF12TR017","PF12TR017","PF12TR017",FALSE,1.08446796333347,0.651315996492437,-0.489228591905473,0.426683896455866,1.14052863683139,-0.564737712349976,0.825813152113548,0.583677848821839,-1.0644022908523
"PF12TR018","PF12TR018","PF12TR018",FALSE,-1.9189661531099,-0.789050848491311,-0.429846406251277,-1.87648267244615,-0.826877897669196,-0.251457459556603,-1.28824222331941,-1.08098509961523,-0.316902139235603
"PF13TR002","PF13TR002","PF13TR002",FALSE,-0.395337795615693,1.48799591121143,0.142704478154235,-0.866567653580884,1.5298066310111,-0.0268708068548395,-0.497533365635698,1.31700649141469,-0.128900081450065
"PF13TR003","PF13TR003","PF13TR003",FALSE,0.796762451266574,0.312050264385795,-0.463145372249301,-0.229830103549638,0.362688650757814,-0.497550869705311,0.760585520040903,-0.156653189829091,-0.634309301399784
"PF13TR004","PF13TR004","PF13TR004",FALSE,-1.05582460461773,0.179564582777781,-0.468272725244791,-0.302761541848918,-1.16519151281365,0.00532075069950128,-0.794639909961046,-0.647734526985978,-0.0584341055853947
"PF13TR005","PF13TR005","PF13TR005",FALSE,0.053665991072972,0.303562525416911,-1.003988490693,0.58151626124129,-0.350654365745753,-0.516221390022076,0.13338603308097,-0.0287716273984465,-0.614894249298053
"PF13TR007","PF13TR007","PF13TR007",FALSE,0.668701779223013,-0.136753632803928,-0.878822047671624,-1.12523827917169,1.02214149663497,-0.571105964110973,0.445079085240246,0.032775229811361,-1.43213488858175
"PF13TR008","PF13TR008","PF13TR008",FALSE,-2.84021630938854,-3.8471476453553,-1.85866275540377,-3.15382845522061,-2.41644991853892,-2.48832726003865,-3.52755331792691,-3.01894337205659,-2.5044472851853
"PF13TR011","PF13TR011","PF13TR011",FALSE,2.29707186911652,0.771704032973867,0.807880682998325,1.06086275155274,1.89018666011987,0.465112584847812,0.259456642078892,0.560397782380146,0.40769885449221
"PF14TR002","PF14TR002","PF14TR002",FALSE,0.794101361469749,0.515131744123911,0.578769716671283,1.11921978192525,0.516704511644821,0.278470933021477,-0.0550944228445353,0.717052357602739,-0.115271330996308
"PF14TR003","PF14TR003","PF14TR003",FALSE,-0.69146463906655,0.414026170797679,1.19007474889608,-0.0210970705626592,-0.293341397441896,0.685512005688446,-1.3007579754181,0.168806117071211,1.11962025231603
"PF14TR004","PF14TR004","PF14TR004",FALSE,0.47641791803394,-0.411078117305393,-0.915237788820012,-3.38275332912893,1.10291915118851,-1.06742964149219,0.116201808105017,0.188897543879558,-1.58200470172276
"PF14TR005","PF14TR005","PF14TR005",FALSE,-0.684399926809856,-0.0411696258795212,0.12545351358326,0.974119428059662,-0.265558809442474,0.305214187422896,-0.516513801579954,0.452326761988165,0.997588018388733
"PF14TR006","PF14TR006","PF14TR006",FALSE,-2.31083870019546,-2.03625123518993,-3.13497590869121,-0.941558995059022,-1.43300451122325,-2.76331678530975,-1.36721302703472,-1.92671807744838,-2.61879311415851
"PF14TR007","PF14TR007","PF14TR007",FALSE,-0.20938638154969,0,-1.95057744496476,0.171216805475864,0,1.35526581728219,0.418941810173536,0,-2.25603690689373
"PF14TR011","PF14TR011","PF14TR011",FALSE,0.0321062436209456,-0.167619783333231,-0.636081485759098,0.742218406531817,1.13352498294185,0.291509152024679,1.18313488732052,1.08426251271097,0.673962058008545
"PF3D7_0100100","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,1.92057277215772,0.568959697034415,-0.510808275870758,1.28225580503981,0.553546587116528,-0.579531289174197,1.10738561291614,0.628776590386796,-0.512321519090907
"PF3D7_0100200","RIF","rifin",TRUE,-0.00516279822072896,-1.22762636555496,-1.61991791922398,-2.52789392306745,-0.0814627057211037,-2.05237722220093,-0.789405659644812,-1.0712075319562,-1.84049719024825
"PF3D7_0100400","RIF","rifin",TRUE,-0.767660998998746,2.71708680291446,-0.571270609829718,-0.485782878471793,0.666536280072132,-1.81357708289441,0.783614328464826,0.294643535719297,-0.102030110960384
"PF3D7_0100500",NA,"erythrocyte memb. prot. 1 (PfEMP1) exon 1 pseudo",FALSE,0.704026172981665,0.576886423616883,-0.318345405342829,1.82391616187269,1.64723887799375,-0.181926731916546,0.765897098033233,0.748462741073476,-0.000273964936079119
"PF3D7_0100600","RIF","rifin",TRUE,1.21627971381361,0.773068085247443,-0.88316508331203,0.00585579233096645,1.6089994846914,-0.324934669431362,0.995920661290671,0.987557516898874,-1.1326950752795
"PF3D7_0100800","RIF","rifin",TRUE,-0.128983297775218,1.9979954126278,-0.332695187332069,0.797179652049915,0.338856101615409,0,0,0,0.604107567416609
"PF3D7_0100900","RIF","rifin",TRUE,0.21788702539535,-0.77570697094469,-1.51745068790385,1.39800413002615,0.361798079157437,-1.40979463811878,0.697836860863813,0.226938745719731,-1.00564216842336
"PF3D7_0101000","RIF","rifin",TRUE,1.40796491281587,-0.972243884382512,-0.594467863925934,0.135850776896161,0,0,1.45626469891503,0,-0.567990908091616
"PF3D7_0101300","MC-2TM","Pfmc-2TM Maurer's cleft two transmemb. prot.",TRUE,1.73877005992539,2.56892854612139,-1.00842846351714,0.481600726798757,2.83703515862684,0.0870828799707437,2.55773051984974,2.40598041933487,-0.335022779632147
"PF3D7_0101500","VAR","erythrocyte memb. prot. 1 (PfEMP1) exon 2 pseudo",TRUE,1.53459056324623,0.838857600695287,-1.17186530538893,1.50870639152835,0.159694539854627,-0.959171735238969,1.21090082433807,-0.231914495816316,-0.756383974287264
"PF3D7_0101600","RIF","rifin",TRUE,1.7683600744698,0.610933132907078,-0.136761805228721,0.257060616399095,1.96820594686303,-0.399605363992613,2.05102224211298,1.09068647802291,-0.671074859016687
"PF3D7_0101800",NA,"stevor",TRUE,1.85209335890347,0.366495387798993,-0.379873202827417,-0.373437948441132,2.31164676817375,-0.517468936796183,1.95855020726277,0.334905355453463,-1.20321381097285
"PF3D7_0101900","RIF","rifin",TRUE,-0.655061955420925,0.241756069455731,-1.03591720789209,1.23409915042048,0.465824026242639,-1.05326084100242,-0.106937525574471,-1.26354387994137,-0.307677688516414
"PF3D7_0102000",NA,"Pl. xptd. prot. (PHISTa) ukwn. func. pseudo",TRUE,-2.2483608525693,-2.12891734123186,-4.76108024331174,-1.02390021539265,-1.9033147751148,-2.78026931952065,-1.45553225496201,-1.96344695915205,-2.78654743773884
"PF3D7_0102100",NA,"stevor pseudo",TRUE,2.59506820600028,1.50056109957965,-0.658620864883209,1.57869803788747,3.0950188104842,-0.0941650355389874,3.15942495897195,2.32838903297325,-0.735453453439657
"PF3D7_0102200","RESA","ring-infected erythrocyte surface antigen",TRUE,-0.249372808113095,-2.0955825981596,-4.46530970878871,0.834695585844453,-1.31073933124071,-2.61006325949169,-0.555925599144616,-1.9924243740298,-3.49877671086191
"PF3D7_0102300",NA,"Pl. xptd. prot. ukwn. func.",FALSE,-4.52462369736855,-2.83738478591155,1.39093967389011,-3.21814318756911,-3.3259861888235,1.60681551562031,-4.07692581695388,-3.87318090819581,0.970930335215667
"PF3D7_0102400",NA,"lysophospholipase put. pseudo",TRUE,0.31713007027566,0.071340641727849,0.049839923316968,-1.35149240394677,0.734478676825278,-0.397693971778257,0.141263675954297,-0.260934220115655,-0.241295271820951
"PF3D7_0102500","EBA181","erythrocyte binding antigen-181",FALSE,-1.65871558513179,-2.65494832479124,-3.19399765787209,-1.28731237113182,-1.8690921366788,-2.74445591635389,-1.53651661715565,-2.21343892734117,-2.94751621891667
"PF3D7_0102600","FIKK1","serine/threonine prot. kinase FIKK family",TRUE,-0.61482106273752,0.972485531730112,-1.65530709822092,-2.03366220914194,1.71029347030484,-1.24134130246978,-0.465721388630292,1.48087568903799,-1.81466482864971
"PF3D7_0102700","MaTrA","merozoite-associated tryptophan-rich antigen",FALSE,0.654747122011081,-0.19803152798282,-1.53947282853929,0.769871274086225,0.243168206904235,-1.04834932945441,0.831673422935095,-0.501543543084418,-1.41315477469842
"PF3D7_0102800",NA,"seipin domain-containing prot. put.",FALSE,-0.711340172522288,-0.590114920136695,0.440326908578101,-1.4908684508668,-0.524149326155936,0.679786733706169,-0.873179366296124,-1.18221824544438,0.694918752493708
