"Gene_id","name","Annot","Variant","Ctl_1","Ctl_2","Ctl_3","A_1","A_2","A_3","B_1","B_2","B_3"
"GFP","GFP","GFP",FALSE,6.61277187669067,5.29488658269361,5.16461801332795,4.66638341416204,7.05370184128386,5.16468156754552,7.2717064764974,5.5186742689471,5.59502612041359
"GFP_pL6","GFP_pL6","GFP_pL6",FALSE,11.2428499849062,9.53306486266357,7.72076062202906,10.42487220869,11.7823837999264,8.9093457020488,11.8990075021581,10.2621974937852,7.83934767665114
"HA_tag","HA_tag","HA_tag",FALSE,8.24713043716053,7.59277410241923,6.92590137476864,6.5749042294593,8.99949291258173,7.08940936265097,8.56781858256941,7.82263971099674,7.27832671813968
"HsDHFR","HsDHFR","HsDHFR",FALSE,9.57926728116207,8.83553190189994,7.41604759567047,8.69540857360409,10.2933739331159,6.95389261438737,9.70831348011086,8.79846596874604,7.52894553968021
"Leucine","Leucine","Leucine",FALSE,8.33685796949353,6.22612239298005,6.21347076439361,5.72857804337234,9.05604070179656,6.97704888148644,8.53795700245202,7.81358634972682,4.90540757806536
"Lysine","Lysine","Lysine",FALSE,9.6203029082472,7.18659633956774,6.89068244928476,7.01480103826087,9.87646875939949,7.56311048259255,9.58311360877368,8.5182669078795,6.11277814519161
"MAL11/13_5.8S:rRNA","MAL11/13_5.8S:rRNA","MAL11/13_5.8S:rRNA",FALSE,18.5834284256597,17.3322166641411,16.5333645641606,17.835035109707,18.4156126321953,16.7250799593392,18.443413856159,17.7986667056751,15.5303121418402
"MAL1_5.8S:rRNA","MAL1_5.8S:rRNA","MAL1_5.8S:rRNA",FALSE,18.5354732141221,17.2258202939563,16.6125373810522,17.8398004399944,18.5084408780587,16.7613837151046,18.3600926262267,18.0164753397305,15.5084394852824
"MAL5/7_5.8S:rRNA","MAL5/7_5.8S:rRNA","MAL5/7_5.8S:rRNA",FALSE,18.7388041137332,17.3139662356081,16.6285352501042,18.2530630980634,18.5825959139217,16.8437603776843,18.6675731239855,18.0026606620063,16.4697907655241
"MAL8a_5.8S:rRNA","MAL8a_5.8S:rRNA","MAL8a_5.8S:rRNA",FALSE,18.4736383753546,16.90447586568,16.3109093485444,17.5782709607898,18.1158351509334,16.4880663790374,18.2762071179036,17.5001572086012,15.1782182185951
"mal_mito_1:mRNA","mal_mito_1:mRNA","mal_mito_1:mRNA",FALSE,12.3280835928693,11.5845900382032,13.2431826134299,9.64344153570389,12.0297244560702,13.111623606051,10.5789339971631,10.7235978091237,12.4351123457121
"mal_mito_2:mRNA","mal_mito_2:mRNA","mal_mito_2:mRNA",FALSE,13.5367505144915,12.8683650824638,14.1850943458816,11.326221911449,13.4217718542872,14.476009785461,12.4245868712811,12.1118169514074,13.8241294170893
"mal_mito_3:mRNA","mal_mito_3:mRNA","mal_mito_3:mRNA",FALSE,13.553153373831,12.8918081554506,14.2094805331511,11.2876993577774,13.4652037702044,14.3097754536254,12.4169676725564,12.1020641937815,13.5768097472104
"malmito_rna_10:rRNA","malmito_rna_10:rRNA","malmito_rna_10:rRNA",FALSE,13.9611548306521,12.3595247392978,14.1633391235543,12.6610781763941,13.8914087436138,14.4719279178867,11.93750182519,12.1149535602149,13.5222934048182
"malmito_rna_1:rRNA","malmito_rna_1:rRNA","malmito_rna_1:rRNA",FALSE,14.5578328244291,12.968476905042,14.5844916225249,12.8741937192655,14.4326025768614,14.7888819416678,13.0535347875959,12.7293953579511,13.9550132305424
"malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA",FALSE,15.0447172721275,13.1097466034203,14.3874411689509,12.5735671933262,14.615831338116,14.5974683231061,13.4248591200488,12.8685760411669,13.568487009232
"malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA",FALSE,14.5769218365413,13.3605028259464,14.8007573620491,12.4689279237346,14.7707511167618,15.1903297379222,13.5005531125214,13.029098076559,14.3688890468932
"malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA",FALSE,11.2679143762533,11.7927911075449,12.8541540646147,9.71095706523403,12.4533516675654,13.3389758834914,11.4091209359565,11.1635880425659,12.2645487458349
"malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA",FALSE,14.1140521884733,12.9908903516588,14.5752904644859,13.1303993854424,14.4326691223171,15.0832478625846,12.8018126171437,12.8235433861787,13.8254487680025
"malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA",FALSE,13.701530647147,12.7751394557586,13.8691831834585,12.4476711389807,14.0496937236328,14.178376967904,12.3572476540323,12.3158147019476,13.2858600689383
"malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA",FALSE,11.6016482376781,11.8992783656617,13.7380067343262,9.86721834296784,13.0886804299975,13.9732193181554,11.806029561959,11.791333852442,12.9211205252005
"malmito_SSUB:rRNA","malmito_SSUB:rRNA","malmito_SSUB:rRNA",FALSE,13.4574257702006,13.2644389348382,14.8180093993379,11.7973295867603,14.5660617702725,15.2382002036963,13.2134972002415,13.0489719480271,14.4485022289279
"mal_rna_10:rRNA","mal_rna_10:rRNA","mal_rna_10:rRNA",FALSE,12.9289428308245,12.6759920857726,13.844371332634,11.2935256770431,13.6164799235799,14.2289291426068,11.8666306170934,12.012852167849,13.2383666710212
"mal_rna_14:rRNA","mal_rna_14:rRNA","mal_rna_14:rRNA",FALSE,16.3994646922867,14.5549023687673,15.1939799811257,14.8459917706646,16.0032159282279,15.6359464987426,14.8383830809608,14.3535831251345,14.6808160629321
"mal_rna_15:rRNA","mal_rna_15:rRNA","mal_rna_15:rRNA",FALSE,12.2635473824403,12.7321091145002,14.1709773653753,10.7378751632955,13.6418530604129,14.5309055607376,12.2075384529773,12.486368206554,13.4450652979154
"mal_rna_17:rRNA","mal_rna_17:rRNA","mal_rna_17:rRNA",FALSE,16.7070463129105,15.1057493549508,15.6444844142907,15.3327166735761,16.2739763981857,15.8805066540842,15.5625065840233,14.7631895391806,15.1957139995058
"mal_rna_18:rRNA","mal_rna_18:rRNA","mal_rna_18:rRNA",FALSE,14.8418866577555,13.1191141014218,14.3470676571659,15.5249851433851,14.26926331367,14.432523631703,13.6533186995661,12.9481023602949,13.8464982130083
"mal_rna_19:rRNA","mal_rna_19:rRNA","mal_rna_19:rRNA",FALSE,14.5545336943966,13.4441672464533,14.5724391110528,13.2300602263919,14.5752750988487,14.8060682405747,13.0342090079989,13.0974285850927,13.8939593923864
"mal_rna_9:rRNA","mal_rna_9:rRNA","mal_rna_9:rRNA",FALSE,11.5121784823982,12.0713721912987,13.5251733067724,10.3620183183616,13.3688774548872,13.6214669791941,11.8702741629661,11.8228321015887,12.9381514225934
"mCherry","mCherry","mCherry",FALSE,11.3463519472313,11.2538173546781,12.6313125862615,12.4710723568793,10.5005740251791,12.2105989028489,10.9858675467472,10.9149904885445,11.557267435771
"Mp_rRNA","Mp_rRNA","Mp_rRNA",FALSE,2.04708603609939,0.972341218475069,0.864497980752229,0.649532688527384,2.34291139294824,0.0573074686343831,1.56013091156737,2.43931329051288,2.63002960419371
"ncRNA_thermreg","ncRNA_thermreg","ncRNA_thermreg",FALSE,9.7279398984656,9.50245253720392,11.8092567531718,9.67426817788758,10.8269995750891,10.7989630841281,9.91358552300143,9.77823050978263,10.687812187939
"neoR","neoR","neoR",FALSE,9.83437355021212,8.99984276021416,7.48774679815037,8.68532523259911,10.2284194896426,8.30402589419518,10.2559102097014,8.88710178247183,9.16568788184855
"PF01TR004","PF01TR004","PF01TR004",FALSE,6.49661701137681,7.15436019601024,9.63147768393502,8.59230539511827,7.58017912766556,9.58307120434533,6.57895658243609,6.32420636875292,9.9226700410461
"PF01TR006","PF01TR006","PF01TR006",FALSE,5.78444639961258,5.81210386902355,4.39396527566024,6.62828367215651,5.26848417438015,5.91476613273518,5.43080143259158,5.04301765647893,6.34578879070989
"PF02TR003","PF02TR003","PF02TR003",FALSE,7.62533259757916,10.1872827825809,8.72071111308771,8.25195431602587,10.7280072178116,8.51249791955422,7.76913301493855,10.2655880909232,9.00072595504018
"PF03TR001","PF03TR001","PF03TR001",FALSE,8.25163241759171,7.07590053138823,5.91832373539077,7.07590053138823,7.91328617244031,6.92884027083745,7.69492266533881,6.7421039119017,7.21663819760722
"PF04TR001","PF04TR001","PF04TR001",FALSE,2.33546867795555,1.04043869043591,5.22133074825247,4.99748933065141,2.63060513299671,5.72347938035113,1.86265173794897,2.49954386193694,5.5544169458569
"PF04TR003","PF04TR003","PF04TR003",FALSE,3.96137616696126,5.59283340059108,5.91031127754294,6.94859688208364,4.80501222490627,5.77766603453551,5.30986802628349,4.48496481044627,4.90683975444189
"PF05TR001","PF05TR001","PF05TR001",FALSE,2.11972336177401,1.04621653436634,0.843602825800594,3.69211693172992,2.48687935334221,0.214552575629756,1.65352784233946,2.43162536643146,2.65582715266741
"PF05TR003","PF05TR003","PF05TR003",FALSE,5.93347939824855,6.73025274003413,6.76025421856994,8.14037273847157,5.54286905341342,6.63183461466974,4.63380549524355,5.70539379597932,7.27867525368683
"PF06TR002","PF06TR002","PF06TR002",FALSE,11.9341758971307,10.8288100607501,13.247916687258,13.7029053208447,11.1401044073764,12.8156628809534,11.0830537692621,12.0474702264432,13.4849915176379
"PF06TR004","PF06TR004","PF06TR004",FALSE,2.04708603609939,1.05759652718642,0.849318771246967,2.72656183069466,2.48692207527729,2.06999253219324,1.64817273261868,2.43218228001252,2.63002960419371
"PF06TR006","PF06TR006","PF06TR006",FALSE,5.80162093783893,8.14981620465532,7.28091735163331,7.86861516210054,7.05256696402782,7.70361016102122,6.98273010197773,6.87058172405459,7.9093002872786
"PF07TR001","PF07TR001","PF07TR001",FALSE,5.17250093278478,5.49072635784471,4.5894442045355,5.3627750347324,5.35608863645457,4.99018052087062,5.72053422214827,5.18988874977986,5.21693376904609
"PF07TR003","PF07TR003","PF07TR003",FALSE,2.24080802852977,4.2074461381578,4.93534374713678,3.7031171322964,3.40404861221636,3.94127421918165,1.84585405377476,4.29908088571944,5.32406262624722
"PF08TR002","PF08TR002","PF08TR002",FALSE,7.69444146882196,8.20304401383224,7.4384675215622,6.84805075614609,8.25463797397012,7.14474286486483,8.30997740155545,7.8477827406143,7.06441404608062
"PF09TR001","PF09TR001","PF09TR001",FALSE,4.23809716856369,4.79092972493614,4.31611437410164,5.87110422459815,3.84632873510091,5.76707928535575,5.38916981289888,3.91484980544785,5.5987595692215
"PF09TR002","PF09TR002","PF09TR002",FALSE,5.29726682538986,5.72827597558321,8.55788985639358,5.53226408178617,5.55579903444591,8.02579692542683,4.24143275545244,3.98640740613503,8.04633893558222
"PF09TR003","PF09TR003","PF09TR003",FALSE,10.9379242898717,11.2499125402444,10.7464941195974,11.5917725709868,10.8032075404803,11.0481512268816,11.3056594990631,10.360155060033,10.8595994031895
"PF09TR004","PF09TR004","PF09TR004",FALSE,7.33719371257045,7.88336177257961,7.55039664890171,7.77725597283054,7.00476653611627,6.11518851080558,5.81998054628542,6.81205662119313,7.26544345987652
"PF09TR005","PF09TR005","PF09TR005",FALSE,11.1374440959944,10.8528831945411,9.714172865382,9.82514161682338,11.3672597315408,9.84425541492802,10.5963883918873,9.96178224638352,9.83459370998329
"PF10TR001","PF10TR001","PF10TR001",FALSE,7.32546197282644,6.19229774675307,6.54085786345461,7.10867917229796,8.5996242743212,9.29588645705783,8.76467125779203,8.99976300660394,7.89257317287923
"PF10TR002","PF10TR002","PF10TR002",FALSE,10.2254725695628,10.699094367486,11.5413618919263,11.7317233532967,10.1487167995023,11.6072849976168,10.006438291568,10.6525850852711,11.5231134943912
"PF10TR003","PF10TR003","PF10TR003",FALSE,8.52418515978085,9.09194837089075,9.63346009157736,9.64848467739488,8.57308666164647,10.1300028967112,8.81516263146193,8.41980389497164,9.74208202314612
"PF10TR004","PF10TR004","PF10TR004",FALSE,5.42703722848233,4.44163950636918,4.69049531854957,4.19842343156054,4.81132510954952,3.87622715062737,5.20501161249193,3.51658252909789,3.21512517266622
"PF10TR006","PF10TR006","PF10TR006",FALSE,10.3084880705877,10.7915007262206,10.463392562958,11.7847260334336,9.81084119110282,10.3540642113406,10.461942876997,9.81709382047497,10.630091442316
"PF10TR007","PF10TR007","PF10TR007",FALSE,3.22449305253452,3.2289316394781,4.2160271928494,4.61730729980609,5.33687320099688,4.13448875008614,1.83435970060145,2.54962259963106,2.67336307180835
"PF10TR008","PF10TR008","PF10TR008",FALSE,7.31865939553865,7.98078348628669,6.96405894428029,6.62585099808834,8.16346300662155,7.04721663433544,7.5166512999686,6.91317186128621,6.64003822480386
"PF10TR009","PF10TR009","PF10TR009",FALSE,2.92862249559901,1.55625955804996,1.31761101980953,5.11317139271058,3.02022600331206,2.86875465380517,2.2845827788015,2.43283264745214,2.66308773556442
"PF10TR010","PF10TR010","PF10TR010",FALSE,3.45224091090729,3.1239267055153,3.56347788016173,4.20815045275636,4.77546253068765,3.40080021392967,4.36891638183838,3.56219845570221,4.22971173080844
"PF11TR001","PF11TR001","PF11TR001",FALSE,8.04554853454101,12.051161959757,8.99250595163321,10.1243811286683,10.9166095024122,9.53256393438194,9.09104340323068,10.9664082045125,8.9543095570101
"PF11TR002","PF11TR002","PF11TR002",FALSE,4.18614491151355,4.3959184166737,2.68574215338798,4.99725411556629,4.16981439321967,3.86351084662852,3.56349853998666,3.66376937732848,4.48526680090624
"PF11TR004","PF11TR004","PF11TR004",FALSE,8.89398659670063,9.12117485774173,8.12654656479391,10.0884935157865,8.83653862861352,7.5963463122132,8.95750631109431,8.5433466619906,8.3200667675971
"PF11TR007","PF11TR007","PF11TR007",FALSE,3.35910894269401,2.46023288743995,3.49013913884194,2.76032164688111,3.37773948289689,3.95115159742337,3.45076847101667,2.66480935500786,3.26585180631346
"PF11TR009","PF11TR009","PF11TR009",FALSE,5.96850464231914,5.828367043037,6.25267735237315,6.45228576583806,5.68034574243378,5.828367043037,5.55033984952377,5.28016968149619,6.18405654281849
"PF11TR010","PF11TR010","PF11TR010",FALSE,5.3797463318179,4.8997670199854,4.03203512802181,5.06568457470892,5.6091660780224,3.30813512437311,4.63368374658867,5.02726344050224,4.87926873980146
"PF11TR012","PF11TR012","PF11TR012",FALSE,9.14305509430608,9.05549394295345,11.2788542156247,9.74300745411304,9.81092567814095,10.6634709350525,8.53510154278363,9.24530526402588,10.6322436734774
"PF12TR003","PF12TR003","PF12TR003",FALSE,11.1528150140963,13.0188805604752,12.8436830910235,12.362896744883,11.6363896628545,12.8185591080473,11.6695946494942,11.8793508796782,12.8998030644995
"PF12TR004","PF12TR004","PF12TR004",FALSE,7.5582928335692,9.14158133460636,8.33662299679408,8.99636313354358,8.536191699387,8.36273111665962,8.20357790302337,8.02158676713715,8.43984825919964
"PF12TR007","PF12TR007","PF12TR007",FALSE,10.561739492464,11.0007965027883,10.4818619807242,11.9755520920622,9.98511044463604,11.0092071871396,10.7440281919347,10.1824651207027,11.0020442474865
"PF12TR008","PF12TR008","PF12TR008",FALSE,6.98713532650842,5.70615805098615,4.74931811538032,5.69430104896709,7.15249623718308,5.11447605722534,6.57488592996411,6.01708655059566,4.84165982658733
"PF12TR009","PF12TR009","PF12TR009",FALSE,6.61104752603228,6.81623233056133,5.87967660825838,6.50162544143005,8.01643670408782,5.15918109937421,6.67104280419451,5.98665712813023,5.09210973821467
"PF12TR010","PF12TR010","PF12TR010",FALSE,2.26915466295298,4.29344994502359,4.57464771489172,5.90772327120289,3.81596269131721,4.55910263686507,4.06684608378041,5.71690449468137,3.98416185558883
"PF12TR012","PF12TR012","PF12TR012",FALSE,7.48868932621928,7.05213218782387,11.2418169502304,9.28229615851093,8.04429356438168,10.7101959998103,7.61414001426811,6.58564010767432,10.9027542055353
"PF12TR013","PF12TR013","PF12TR013",FALSE,6.56176770709193,6.7593942210577,5.90956437496538,8.04622365139198,8.21105812784256,6.94151334607828,7.2920974175355,6.72299410376552,7.24541382230163
"PF12TR015","PF12TR015","PF12TR015",FALSE,17.2946126724761,15.6031339853385,15.1586116604012,14.8327011621989,17.0982367162525,15.2184720432366,16.4702688221825,16.1073243663231,14.6891287740618
"PF12TR017","PF12TR017","PF12TR017",FALSE,11.7719260085268,11.5268889586794,10.5228835731038,11.3386561687278,11.6840275309661,10.6907592899243,12.0074684902469,10.940745973762,10.359758343827
"PF12TR018","PF12TR018","PF12TR018",FALSE,8.60760957631379,10.5912643538098,11.244252918131,9.54853444517152,9.76780657852214,11.4071768171544,9.27660431122948,9.50302849170609,11.4823028354117
"PF13TR002","PF13TR002","PF13TR002",FALSE,9.5073869419794,12.0831112934319,10.9754381672263,9.04057494364378,11.4358561847427,10.6601599473093,9.15087848020187,11.3736079764239,10.8754099441715
"PF13TR003","PF13TR003","PF13TR003",FALSE,4.17316580493438,4.6219973569369,3.9928110027634,4.40601991651479,4.52922017590614,3.32393509807641,3.80096134154915,3.44986239604786,3.95401535592997
"PF13TR004","PF13TR004","PF13TR004",FALSE,11.812770461434,13.8372499281365,13.2170814173663,13.3944453354896,12.0130147570396,13.5077591202196,12.0783439918074,12.3316983243712,13.5713098842028
"PF13TR005","PF13TR005","PF13TR005",FALSE,8.34821603937271,9.0383634721906,8.20056761748868,9.51546035468227,8.16685751853042,8.72536421272697,8.28943243125286,8.04367368493812,8.82219859788529
"PF13TR007","PF13TR007","PF13TR007",FALSE,10.632288212394,10.5951045308809,10.0445020442119,9.20069953125781,11.4432549061017,10.6327807756492,10.0559968265351,9.93541436820346,10.0310353488871
"PF13TR008","PF13TR008","PF13TR008",FALSE,9.29283074298198,9.00988794715662,11.3449455292882,9.78601210892647,9.91717662357921,10.7502589527357,8.70272887303557,9.39050669221031,10.9045759192672
"PF13TR011","PF13TR011","PF13TR011",FALSE,18.6968924970798,17.6415550603533,16.8279777631377,19.2519055909962,18.4404044658333,16.8567926726941,18.6721601162991,17.8404060660639,16.5540794659514
"PF14TR002","PF14TR002","PF14TR002",FALSE,5.17638860207931,5.54644877572944,5.61821222160864,6.3845594621009,5.13332226183901,4.44020541674361,2.90919187757687,4.23733961819125,4.51774307588676
"PF14TR003","PF14TR003","PF14TR003",FALSE,4.70669906892618,6.00454206577411,6.87110437355546,5.63513737084405,4.97407862933277,6.5271696675535,3.85729331244723,4.53921465628681,7.41468269919832
"PF14TR004","PF14TR004","PF14TR004",FALSE,13.8081706211234,13.3988113922242,13.0315226227143,10.7392993047752,14.3427654323706,13.0323526820056,13.2708685335856,13.3543319249488,12.6481117955412
"PF14TR005","PF14TR005","PF14TR005",FALSE,4.25779169354953,4.88774898062936,4.70004405529327,5.92468387939556,3.87526572937724,5.4883515782846,3.82837789871523,3.89247347296112,5.32812733301788
"PF14TR006","PF14TR006","PF14TR006",FALSE,5.83088099193742,6.87112655731685,6.39106551356057,8.14852234094288,7.16933377609682,6.9944371673177,6.95568361360487,6.51737900915495,6.87751359659043
"PF14TR007","PF14TR007","PF14TR007",FALSE,2.08278126106489,0.896312154566506,0.653897408735746,2.9986964773306,2.25345564259616,2.30764505892459,3.63771340809897,2.22392879454496,3.18574890538108
"PF14TR011","PF14TR011","PF14TR011",FALSE,10.787212871198,10.6952787588352,10.9362256815227,12.1926229319104,12.1460235051248,11.9787519234819,11.782963819639,11.7527389758608,11.9745766329311
"PF3D7_0100100","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,9.25958177670961,8.72268625028947,8.08035656772116,9.80237399253504,8.46511709646134,8.04303729868644,8.7272507373877,8.17303790147202,8.00351998241402
"PF3D7_0100200","RIF","rifin",TRUE,15.6844382564125,14.4869493770035,13.9408026722895,13.7626602518592,15.2416216116011,13.8678906740555,15.056590301821,14.2578577617797,12.0926874486107
"PF3D7_0100400","RIF","rifin",TRUE,4.63714360740954,8.53262632003141,5.70034122309829,5.14152230260556,5.78753354784201,4.31829803917183,5.42416259282607,5.54957122183728,5.7652536055996
"PF3D7_0100500",NA,"erythrocyte memb. prot. 1 (PfEMP1) exon 1 pseudo",FALSE,4.58203928597319,5.23112246914777,3.82196220552631,5.91464249197447,5.82283261133878,4.97154585306454,4.78091739411861,3.96536041630604,5.09327493851488
"PF3D7_0100600","RIF","rifin",TRUE,5.90627918305946,5.54481979448953,3.91008618285543,4.93935886837565,6.52769103369779,4.72715778957563,5.96952520683494,6.52333494317159,5.94680573861677
"PF3D7_0100800","RIF","rifin",TRUE,3.38335869538511,2.8619351226144,1.03294786915958,3.57026740102427,2.43026921320334,0.122227418848955,1.60272528789803,2.26320331149034,6.8878846812367
"PF3D7_0100900","RIF","rifin",TRUE,9.92847677411356,9.74181447225755,7.8124789721574,11.5072852472229,9.27528437263092,8.34530455395744,9.23922784384829,8.52543624158836,8.72204791021249
"PF3D7_0101000","RIF","rifin",TRUE,3.52765340286477,2.48798559802569,2.02865613559903,3.11538504845801,2.47935190186634,0.949768733384147,3.89643558394945,2.4292412834662,2.64865732941475
"PF3D7_0101300","MC-2TM","Pfmc-2TM Maurer's cleft two transmemb. prot.",TRUE,8.60965229294618,10.0432925509953,7.07857141013351,7.63791232161674,10.0192960437853,8.12949064703962,9.40836689579037,9.43254858144968,8.06833492368309
"PF3D7_0101500","VAR","erythrocyte memb. prot. 1 (PfEMP1) exon 2 pseudo",TRUE,6.91618162613382,7.01681051578528,5.41413993143824,7.50957709019796,5.79704593110551,5.66303259001268,6.67296130262075,4.75254469465126,5.04457641203264
"PF3D7_0101600","RIF","rifin",TRUE,7.18838611423975,7.08353757692653,6.20069296047806,7.05167856321913,7.8730978006636,6.49720176490679,7.92930086219525,6.35337491481274,6.61214944919261
"PF3D7_0101800",NA,"stevor",TRUE,7.69658576990938,6.78321304149328,6.52955392955613,6.33311419377202,8.26804647490279,6.57218724442185,7.83071420752619,8.55438586248388,4.81448787455971
"PF3D7_0101900","RIF","rifin",TRUE,5.03880005804622,5.41685122399059,4.76180544349513,6.84665753415562,5.83684339834263,5.33721476818789,4.70222755176389,3.34504999616071,5.22444551208528
"PF3D7_0102000",NA,"Pl. xptd. prot. (PHISTa) ukwn. func. pseudo",TRUE,2.31649478591464,3.04614754542695,0.653103136757102,4.48970926242163,3.03351903117159,2.49150424255443,2.85342743670861,2.48316749887131,2.68847782081384
"PF3D7_0102100",NA,"stevor pseudo",TRUE,9.40936144545237,8.74641321137723,6.76249366260934,9.13793355286608,9.96640162603796,7.74370143246583,9.73303481743317,8.32096026296314,7.03582292634033
"PF3D7_0102200","RESA","ring-infected erythrocyte surface antigen",TRUE,13.1692756366046,12.1386061094424,9.9891570068804,14.8325786961359,12.441237923348,11.8294998576358,13.0805622140994,11.7445614576659,10.9574018019331
"PF3D7_0102300",NA,"Pl. xptd. prot. ukwn. func.",FALSE,6.49676942967874,8.68138741813798,13.3375368875118,8.33294060762561,7.82711401457866,13.5361549191137,6.75045241977825,7.1579663274679,12.9409470691547
"PF3D7_0102400",NA,"lysophospholipase put. pseudo",TRUE,9.0162294224788,9.02817129540125,9.68553005846883,7.87989625903736,9.23905643230496,9.41307824635564,8.46037971508536,8.12844961989228,8.90557925125584
"PF3D7_0102500","EBA181","erythrocyte binding antigen-181",FALSE,10.7885490163179,10.2331323491668,9.8278152146782,11.9251402291287,10.5163244767129,10.7072038757655,10.6761916265365,9.9233691643327,10.4241465067149
"PF3D7_0102600","FIKK1","serine/threonine prot. kinase FIKK family",TRUE,11.8872724018176,14.3447403251682,11.6611299245843,11.6719810337007,14.4588159408896,12.037164257606,11.8615924660168,13.8880420441282,11.3131140330659
"PF3D7_0102700","MaTrA","merozoite-associated tryptophan-rich antigen",FALSE,9.92573600775148,9.59706684936505,8.6657370443466,10.73712732474,9.6708960882956,9.17805029884562,10.0177827524591,8.74475312502975,9.17353923055014
"PF3D7_0102800",NA,"seipin domain-containing prot. put.",FALSE,7.97971970740455,8.79526987070868,10.8173260503222,7.87821427158079,8.33276032249549,11.0070870687196,7.96649609192326,7.70027653817095,11.1343056292202
"PF3D7_0102900",NA,"aspartate--tRNA ligase",FALSE,12.2044620127034,13.3862780493015,13.240819762908,12.0345831430349,13.0250315332071,13.4692551798961,12.0796055430031,12.2539146634272,13.1355944084174
"PF3D7_0103000",NA,"vacuolar prot. sorting-associated prot. VTA1 put.",FALSE,11.5823278354865,11.0557786155662,11.1393684459547,10.6187608111164,11.8432941512356,11.014004424778,11.0900932277219,10.4347324648421,10.3580368534061
"PF3D7_0103100","VPS51","vacuolar prot. sorting-associated prot. 51 put.",FALSE,10.3013691228596,10.7848073926367,10.8503455124006,10.0101933369782,10.4793698663457,10.8053343788013,9.67195161469123,9.79723825577558,10.8074975247916
"PF3D7_0103200","NT4","nucleoside transporter 4",FALSE,11.9267931557649,14.1473532041017,13.7716785788311,11.9411706784815,13.4852781392279,14.0197985980899,12.3709815002471,13.0546939248932,13.6290788703278
"PF3D7_0103300",NA,"cvd. prot. ukwn. func.",FALSE,9.61108136405027,10.6149278880483,10.3785983210718,11.0234202017458,9.4625501028857,10.6252878033486,9.73387690465334,9.67894431833768,10.7657352909026
