"Gene_id","name","Annot","Variant","ctl_minus_treat_Left","ctl_minus_treat_Right","ctl_minus_treat_Middle","ctl_minus_treat_Sides","treat_minus_ctl_Left","treat_minus_ctl_Right","treat_minus_ctl_Middle","treat_minus_ctl_Sides"
"mal_mito_2:mRNA","mal_mito_2:mRNA","mal_mito_2:mRNA",FALSE,-0.222524911582434,-0.459648923398042,-0.443768822327392,-0.238405012653084,0.222524911582434,0.459648923398042,0.443768822327392,0.238405012653084
"mal_mito_3:mRNA","mal_mito_3:mRNA","mal_mito_3:mRNA",FALSE,-0.51057239135475,-0.631927099683611,-0.776587848043241,-0.36591164299512,0.51057239135475,0.631927099683611,0.776587848043241,0.36591164299512
"malmito_rna_10:rRNA","malmito_rna_10:rRNA","malmito_rna_10:rRNA",FALSE,0.217126236873921,-0.49970421993023,0.0319155026943502,-0.314493485750659,-0.217126236873921,0.49970421993023,-0.0319155026943502,0.314493485750659
"malmito_rna_1:rRNA","malmito_rna_1:rRNA","malmito_rna_1:rRNA",FALSE,0.079617929295397,-0.714465030752674,-0.351361238733676,-0.283485862723601,-0.079617929295397,0.714465030752674,0.351361238733676,0.283485862723601
"malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA","malmito_rna_LSUF:rRNA",FALSE,-0.00841326149793509,-0.607527022522978,-0.335646022497816,-0.280294261523097,0.00841326149793509,0.607527022522978,0.335646022497816,0.280294261523097
"malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA","malmito_rna_LSUG:rRNA",FALSE,0.0858958135092565,-0.451182744040741,-0.151860212347044,-0.21342671818444,-0.0858958135092565,0.451182744040741,0.151860212347044,0.21342671818444
"malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA","malmito_rna_RNA4:rRNA",FALSE,0.210374204540761,0.068214120085421,0.157740220842173,0.120848103784008,-0.210374204540761,-0.068214120085421,-0.157740220842173,-0.120848103784008
"malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA","malmito_rna_RNA5:rRNA",FALSE,0.426948956171574,-0.552206302662721,0.143542081132539,-0.268799427623686,-0.426948956171574,0.552206302662721,-0.143542081132539,0.268799427623686
"malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA","malmito_rna_RNA7:rRNA",FALSE,0.178048415542584,-0.565991947059759,-0.149947739610906,-0.237995791906269,-0.178048415542584,0.565991947059759,0.149947739610906,0.237995791906269
"malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA","malmito_rna_SSUF:rRNA",FALSE,0.136331732452775,-0.0229117339443175,0.0697833261475607,0.043636672360897,-0.136331732452775,0.0229117339443175,-0.0697833261475607,-0.043636672360897
"malmito_SSUB:rRNA","malmito_SSUB:rRNA","malmito_SSUB:rRNA",FALSE,-0.127180369603796,-0.398264480691823,-0.258597678949793,-0.266847171345826,0.127180369603796,0.398264480691823,0.258597678949793,0.266847171345826
"mal_rna_10:rRNA","mal_rna_10:rRNA","mal_rna_10:rRNA",FALSE,0.167692035700812,-0.423352824191103,-0.211976172938109,-0.043684615552182,-0.167692035700812,0.423352824191103,0.211976172938109,0.043684615552182
"mal_rna_14:rRNA","mal_rna_14:rRNA","mal_rna_14:rRNA",FALSE,0.207873877337927,-0.759373721946201,-0.260064465093003,-0.291435379515271,-0.207873877337927,0.759373721946201,0.260064465093003,0.291435379515271
"mal_rna_15:rRNA","mal_rna_15:rRNA","mal_rna_15:rRNA",FALSE,-0.13076324244715,-0.553674541577007,-0.353737527876408,-0.330700256147749,0.13076324244715,0.553674541577007,0.353737527876408,0.330700256147749
"mal_rna_17:rRNA","mal_rna_17:rRNA","mal_rna_17:rRNA",FALSE,0.0920536757282866,-0.739176693394737,-0.384085431387136,-0.263037586279315,-0.0920536757282866,0.739176693394737,0.384085431387136,0.263037586279315
"mal_rna_18:rRNA","mal_rna_18:rRNA","mal_rna_18:rRNA",FALSE,0.0868091616997116,-0.451420040606423,-0.0908327515871179,-0.273778127319593,-0.0868091616997116,0.451420040606423,0.0908327515871179,0.273778127319593
"mal_rna_19:rRNA","mal_rna_19:rRNA","mal_rna_19:rRNA",FALSE,0.248978397317494,-0.831439282445938,-0.278624363242606,-0.303836521885838,-0.248978397317494,0.831439282445938,0.278624363242606,0.303836521885838
"mal_rna_9:rRNA","mal_rna_9:rRNA","mal_rna_9:rRNA",FALSE,-0.0607781516990106,-0.70763214755722,-0.463673498417474,-0.304736800838756,0.0607781516990106,0.70763214755722,0.463673498417474,0.304736800838756
"mCherry","mCherry","mCherry",FALSE,0.227421212836627,-0.000163435557130709,0.201658494926232,0.0255992823532645,-0.227421212836627,0.000163435557130709,-0.201658494926232,-0.0255992823532645
"Mp_rRNA","Mp_rRNA","Mp_rRNA",FALSE,-0.675345107277883,-0.56808596892916,-0.90917809021628,-0.334252985990762,0.675345107277883,0.56808596892916,0.90917809021628,0.334252985990762
"ncRNA_thermreg","ncRNA_thermreg","ncRNA_thermreg",FALSE,-0.14905856574321,-0.275769973185747,-0.335303364081955,-0.0895251748470023,0.14905856574321,0.275769973185747,0.335303364081955,0.0895251748470023
"neoR","neoR","neoR",FALSE,-0.0466058693252055,-0.301067091467869,-0.390302244072351,0.0426292832792757,0.0466058693252055,0.301067091467869,0.390302244072351,-0.0426292832792757
"PF01TR004","PF01TR004","PF01TR004",FALSE,0.425258149824933,-0.0739037552794279,0.146342903623075,0.20501149092243,-0.425258149824933,0.0739037552794279,-0.146342903623075,-0.20501149092243
"PF01TR006","PF01TR006","PF01TR006",FALSE,0.924979739148038,0.425846217539342,0.903845818881296,0.446980137806084,-0.924979739148038,-0.425846217539342,-0.903845818881296,-0.446980137806084
"PF02TR003","PF02TR003","PF02TR003",FALSE,0.37255705586061,-0.388692923910602,-0.390596356592371,0.374460488542379,-0.37255705586061,0.388692923910602,0.390596356592371,-0.374460488542379
"PF03TR001","PF03TR001","PF03TR001",FALSE,0.0225388051634034,-0.158458361745765,-0.131313692184817,-0.00460586439754402,-0.0225388051634034,0.158458361745765,0.131313692184817,0.00460586439754402
"PF04TR001","PF04TR001","PF04TR001",FALSE,-1.28181050991526,-0.581504208167393,-0.903412091079573,-0.959902627003076,1.28181050991526,0.581504208167393,0.903412091079573,0.959902627003076
"PF04TR003","PF04TR003","PF04TR003",FALSE,0.360490882568386,-0.0456303034677355,0.168186822908153,0.146673756192498,-0.360490882568386,0.0456303034677355,-0.168186822908153,-0.146673756192498
"PF05TR001","PF05TR001","PF05TR001",FALSE,-0.733071678217683,-0.650193561511697,-0.699331874553808,-0.683933365175571,0.733071678217683,0.650193561511697,0.699331874553808,0.683933365175571
"PF05TR003","PF05TR003","PF05TR003",FALSE,0.152736973410167,0.139488789841455,0.361337429387913,-0.0691116661362913,-0.152736973410167,-0.139488789841455,-0.361337429387913,0.0691116661362913
"PF06TR002","PF06TR002","PF06TR002",FALSE,0.287000815937029,0.0820577465743784,0.281576195097111,0.0874823674142966,-0.287000815937029,-0.0820577465743784,-0.281576195097111,-0.0874823674142966
"PF06TR004","PF06TR004","PF06TR004",FALSE,0.12884954277692,0.548276674607373,0.415911754995384,0.261214462388909,-0.12884954277692,-0.548276674607373,-0.415911754995384,-0.261214462388909
"PF06TR006","PF06TR006","PF06TR006",FALSE,0.887484113301426,0.711405624356422,1.169317796856,0.42957194080185,-0.887484113301426,-0.711405624356422,-1.169317796856,-0.42957194080185
"PF07TR001","PF07TR001","PF07TR001",FALSE,-0.681220278140267,-0.205969886731363,-0.372484240543054,-0.514705924328576,0.681220278140267,0.205969886731363,0.372484240543054,0.514705924328576
"PF07TR003","PF07TR003","PF07TR003",FALSE,0.16982053501069,-0.050242531487636,0.0559566285473995,0.0636213749756547,-0.16982053501069,0.050242531487636,-0.0559566285473995,-0.0636213749756547
"PF08TR002","PF08TR002","PF08TR002",FALSE,-0.46659809300731,-0.0872060293375337,-0.240587983593805,-0.313216138751038,0.46659809300731,0.0872060293375337,0.240587983593805,0.313216138751038
"PF09TR001","PF09TR001","PF09TR001",FALSE,0.0141469682126077,-0.0254746058032144,0.108019681329996,-0.119347318920602,-0.0141469682126077,0.0254746058032144,-0.108019681329996,0.119347318920602
"PF09TR002","PF09TR002","PF09TR002",FALSE,0.00723973331187315,0.364750667153607,0.197968252052047,0.174022148413434,-0.00723973331187315,-0.364750667153607,-0.197968252052047,-0.174022148413434
"PF09TR003","PF09TR003","PF09TR003",FALSE,0.0276752332002845,-0.226196215399455,-0.147876092101611,-0.0506448900975591,-0.0276752332002845,0.226196215399455,0.147876092101611,0.0506448900975591
"PF09TR004","PF09TR004","PF09TR004",FALSE,-0.16275499281974,-0.0348256553313721,-0.0548885365991168,-0.142692111551996,0.16275499281974,0.0348256553313721,0.0548885365991168,0.142692111551996
"PF09TR005","PF09TR005","PF09TR005",FALSE,-0.018185616792017,-0.249540271361206,-0.325998193280624,0.0582723051274004,0.018185616792017,0.249540271361206,0.325998193280624,-0.0582723051274004
"PF10TR001","PF10TR001","PF10TR001",FALSE,-1.41212634111793,-0.70518764222929,-1.06076843910146,-1.05654554424576,1.41212634111793,0.70518764222929,1.06076843910146,1.05654554424576
"PF10TR002","PF10TR002","PF10TR002",FALSE,0.045843481940762,-0.0875314352601613,-0.0739979066830866,0.0323099533636872,-0.045843481940762,0.0875314352601613,0.0739979066830866,-0.0323099533636872
"PF10TR003","PF10TR003","PF10TR003",FALSE,0.0736470495254786,-0.166188693917088,-0.0460402985976572,-0.0465013457939525,-0.0736470495254786,0.166188693917088,0.0460402985976572,0.0465013457939525
"PF10TR004","PF10TR004","PF10TR004",FALSE,0.305724877763973,-0.0562437288707433,0.139086532310465,0.110394616582766,-0.305724877763973,0.0562437288707433,-0.139086532310465,-0.110394616582766
"PF10TR006","PF10TR006","PF10TR006",FALSE,0.193145486961691,0.0155603434654433,0.0454622294376561,0.163243600989476,-0.193145486961691,-0.0155603434654433,-0.0454622294376561,-0.163243600989476
"PF10TR007","PF10TR007","PF10TR007",FALSE,-0.300500820367427,-0.16188025769103,-0.19174387181797,-0.270637206240487,0.300500820367427,0.16188025769103,0.19174387181797,0.270637206240487
"PF10TR008","PF10TR008","PF10TR008",FALSE,0.556676417307805,0.131321882118023,0.144497427927422,0.543500871498407,-0.556676417307805,-0.131321882118023,-0.144497427927422,-0.543500871498407
"PF10TR009","PF10TR009","PF10TR009",FALSE,-0.238450559886301,-0.180844855748109,-0.249587242066609,-0.169708173567801,0.238450559886301,0.180844855748109,0.249587242066609,0.169708173567801
"PF10TR010","PF10TR010","PF10TR010",FALSE,0.0244065137547181,-0.15414445726249,0.166065556606814,-0.295803500114586,-0.0244065137547181,0.15414445726249,-0.166065556606814,0.295803500114586
"PF11TR001","PF11TR001","PF11TR001",FALSE,-0.226532898082162,-0.170530989108744,-0.328176828494219,-0.0688870586966878,0.226532898082162,0.170530989108744,0.328176828494219,0.0688870586966878
"PF11TR002","PF11TR002","PF11TR002",FALSE,0.290014626476483,0.192787202307487,0.243126226309717,0.239675602474253,-0.290014626476483,-0.192787202307487,-0.243126226309717,-0.239675602474253
"PF11TR004","PF11TR004","PF11TR004",FALSE,0.0733029581848747,0.0540157735046299,0.133507658658961,-0.00618892696945614,-0.0733029581848747,-0.0540157735046299,-0.133507658658961,0.00618892696945614
"PF11TR007","PF11TR007","PF11TR007",FALSE,0.0412318817749119,0.309597495804205,0.383837968207876,-0.0330085906287601,-0.0412318817749119,-0.309597495804205,-0.383837968207876,0.0330085906287601
"PF11TR009","PF11TR009","PF11TR009",FALSE,0.0180678550020348,0.00375693912470899,0.0558071538996701,-0.033982359772926,-0.0180678550020348,-0.00375693912470899,-0.0558071538996701,0.033982359772926
"PF11TR010","PF11TR010","PF11TR010",FALSE,-0.622878305071626,-1.1480083331987,-1.40897571665365,-0.361910921616681,0.622878305071626,1.1480083331987,1.40897571665365,0.361910921616681
"PF11TR012","PF11TR012","PF11TR012",FALSE,0.197900896398427,-0.285980715185005,-0.105298632343912,0.0172188135573342,-0.197900896398427,0.285980715185005,0.105298632343912,-0.0172188135573342
"PF12TR003","PF12TR003","PF12TR003",FALSE,-0.115276330630003,0.190798226593816,0.0714555857182021,0.00406631024561094,0.115276330630003,-0.190798226593816,-0.0714555857182021,-0.00406631024561094
"PF12TR004","PF12TR004","PF12TR004",FALSE,0.378205757794291,0.112739662370437,0.151874974083386,0.339070446081341,-0.378205757794291,-0.112739662370437,-0.151874974083386,-0.339070446081341
"PF12TR007","PF12TR007","PF12TR007",FALSE,-0.0278871507405787,-0.138559447025427,-0.169724655294849,0.00327805752884389,0.0278871507405787,0.138559447025427,0.169724655294849,-0.00327805752884389
"PF12TR008","PF12TR008","PF12TR008",FALSE,-0.398536926240691,0.196626997600716,0.0387406841103495,-0.240650612750325,0.398536926240691,-0.196626997600716,-0.0387406841103495,0.240650612750325
"PF12TR009","PF12TR009","PF12TR009",FALSE,0.0928766955022517,-0.308257071607416,-0.234017397610407,0.0186370215052425,-0.0928766955022517,0.308257071607416,0.234017397610407,-0.0186370215052425
"PF12TR010","PF12TR010","PF12TR010",FALSE,-0.137309844091105,0.236608214814537,0.317066852075986,-0.217768481352553,0.137309844091105,-0.236608214814537,-0.317066852075986,0.217768481352553
"PF12TR012","PF12TR012","PF12TR012",FALSE,-0.117157237711838,-0.144668735904271,-0.0636170841773031,-0.198208889438805,0.117157237711838,0.144668735904271,0.0636170841773031,0.198208889438805
"PF12TR013","PF12TR013","PF12TR013",FALSE,0.295690194634815,-0.0215910642241771,-0.090976803887304,0.365075934297942,-0.295690194634815,0.0215910642241771,0.090976803887304,-0.365075934297942
"PF12TR015","PF12TR015","PF12TR015",FALSE,0.622472935256284,-0.515372960333178,0.0109833545779038,0.0961166203452029,-0.622472935256284,0.515372960333178,-0.0109833545779038,-0.0961166203452029
"PF12TR017","PF12TR017","PF12TR017",FALSE,-0.117841311043898,-0.101709388747314,-0.15978055980096,-0.0597701399902526,0.117841311043898,0.101709388747314,0.15978055980096,0.0597701399902526
"PF12TR018","PF12TR018","PF12TR018",FALSE,-0.303633859352839,-0.158341315431314,-0.26955377986375,-0.192421394920403,0.303633859352839,0.158341315431314,0.26955377986375,0.192421394920403
"PF13TR002","PF13TR002","PF13TR002",FALSE,-0.0724898751351407,-0.192566116640122,-0.453702762586083,0.18864677081082,0.0724898751351407,0.192566116640122,0.453702762586083,-0.18864677081082
"PF13TR003","PF13TR003","PF13TR003",FALSE,-0.00524107032748673,-0.347418181537475,-0.273305057393809,-0.0793541944711523,0.00524107032748673,0.347418181537475,0.273305057393809,0.0793541944711523
"PF13TR004","PF13TR004","PF13TR004",FALSE,0.478622221106821,-0.127318060289759,0.0927012594757885,0.258602901341274,-0.478622221106821,0.127318060289759,-0.0927012594757885,-0.258602901341274
"PF13TR005","PF13TR005","PF13TR005",FALSE,-0.158251390561998,-0.0959321847172038,-0.219277435804416,-0.0349061394747858,0.158251390561998,0.0959321847172038,0.219277435804416,0.0349061394747858
"PF13TR007","PF13TR007","PF13TR007",FALSE,-0.486656126611163,-0.278954527833542,-0.395777072502869,-0.369833581941835,0.486656126611163,0.278954527833542,0.395777072502869,0.369833581941835
"PF13TR008","PF13TR008","PF13TR008",FALSE,0.21058356191492,-0.370332093192739,-0.141163407538358,-0.0185851237394611,-0.21058356191492,0.370332093192739,0.141163407538358,0.0185851237394611
"PF13TR011","PF13TR011","PF13TR011",FALSE,0.124463401164539,-0.619717958501602,-0.273534560193881,-0.221719997143183,-0.124463401164539,0.619717958501602,0.273534560193881,0.221719997143183
"PF14TR002","PF14TR002","PF14TR002",FALSE,0.269273877166686,-0.057509061725483,0.2528436456844,-0.0410788302431964,-0.269273877166686,0.057509061725483,-0.2528436456844,0.0410788302431964
"PF14TR003","PF14TR003","PF14TR003",FALSE,0.165828409784984,0.0927746183567667,0.277144887963032,-0.0185418598212821,-0.165828409784984,-0.0927746183567667,-0.277144887963032,0.0185418598212821
"PF14TR004","PF14TR004","PF14TR004",FALSE,-0.114556726069382,-0.0670395345290595,-0.196712514837167,0.0151162542387257,0.114556726069382,0.0670395345290595,0.196712514837167,-0.0151162542387257
"PF14TR005","PF14TR005","PF14TR005",FALSE,-0.290932180371873,-0.0938065168120592,-0.344996435823359,-0.0397422613605733,0.290932180371873,0.0938065168120592,0.344996435823359,0.0397422613605733
"PF14TR006","PF14TR006","PF14TR006",FALSE,0.450774592700627,0.131885783199364,0.567316923403695,0.0153434524962961,-0.450774592700627,-0.131885783199364,-0.567316923403695,-0.0153434524962961
"PF14TR007","PF14TR007","PF14TR007",FALSE,0.271667700375189,0.395304592447421,0.36469810516291,0.3022741876597,-0.271667700375189,-0.395304592447421,-0.36469810516291,-0.3022741876597
"PF14TR011","PF14TR011","PF14TR011",FALSE,-0.324712265019112,-0.96686708139879,-0.48897726308686,-0.802602083331043,0.324712265019112,0.96686708139879,0.48897726308686,0.802602083331043
"PF3D7_0100100","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,-1.91905065834134,-0.476886855300782,-0.9117371391388,-1.48420037450332,1.91905065834134,0.476886855300782,0.9117371391388,1.48420037450332
"PF3D7_0100200","RIF","rifin",TRUE,-0.225921683925955,-0.435647644917554,-0.651673640743512,-0.0098956880999975,0.225921683925955,0.435647644917554,0.651673640743512,0.0098956880999975
"PF3D7_0100400","RIF","rifin",TRUE,-0.358999108035248,0.0893538025008966,-0.0334540130745183,-0.236191292459833,0.358999108035248,-0.0893538025008966,0.0334540130745183,0.236191292459833
"PF3D7_0100500",NA,"erythrocyte memb. prot. 1 (PfEMP1) exon 1 pseudo",FALSE,-0.0480898453629577,-0.00994223317091361,0.170161946756648,-0.228194025290519,0.0480898453629577,0.00994223317091361,-0.170161946756648,0.228194025290519
"PF3D7_0100600","RIF","rifin",TRUE,0.0924245834574983,0.405463042686737,0.168695639141322,0.329191987002913,-0.0924245834574983,-0.405463042686737,-0.168695639141322,-0.329191987002913
"PF3D7_0100800","RIF","rifin",TRUE,0.109804953930565,-0.201238655136371,-0.0856383440712882,-0.00579535713451882,-0.109804953930565,0.201238655136371,0.0856383440712882,0.00579535713451882
"PF3D7_0100900","RIF","rifin",TRUE,0.00124159655092457,-0.136304725602227,-0.103503969352659,-0.0315591596986434,-0.00124159655092457,0.136304725602227,0.103503969352659,0.0315591596986434
"PF3D7_0101000","RIF","rifin",TRUE,0.336404715265284,0.869631804485609,0.732937746603881,0.473098773147012,-0.336404715265284,-0.869631804485609,-0.732937746603881,-0.473098773147012
"PF3D7_0101300","MC-2TM","Pfmc-2TM Maurer's cleft two transmemb. prot.",TRUE,-3.07337012591234,-2.52838353737125,-3.92334355019362,-1.67841011308997,3.07337012591234,2.52838353737125,3.92334355019362,1.67841011308997
"PF3D7_0101500","VAR","erythrocyte memb. prot. 1 (PfEMP1) exon 2 pseudo",TRUE,-1.57888962550597,-0.0735420918286706,-0.723629365327756,-0.928802352006886,1.57888962550597,0.0735420918286706,0.723629365327756,0.928802352006886
"PF3D7_0101600","RIF","rifin",TRUE,-0.996647708598982,-0.991202907453488,-1.41422585850453,-0.573624757547943,0.996647708598982,0.991202907453488,1.41422585850453,0.573624757547943
"PF3D7_0101800",NA,"stevor",TRUE,-0.273689183184046,-0.212865767567616,-0.360719782149523,-0.125835168602138,0.273689183184046,0.212865767567616,0.360719782149523,0.125835168602138
"PF3D7_0101900","RIF","rifin",TRUE,-0.0987767582199922,-0.00580874740782271,0.00947220559127395,-0.114057711219089,0.0987767582199922,0.00580874740782271,-0.00947220559127395,0.114057711219089
"PF3D7_0102000",NA,"Pl. xptd. prot. (PHISTa) ukwn. func. pseudo",TRUE,-1.21362784299436,-0.559445782601209,-1.23045298159713,-0.542620643998442,1.21362784299436,0.559445782601209,1.23045298159713,0.542620643998442
"PF3D7_0102100",NA,"stevor pseudo",TRUE,-0.404006596771685,-0.83962078814037,-1.04767041879663,-0.195956966115428,0.404006596771685,0.83962078814037,1.04767041879663,0.195956966115428
"PF3D7_0102200","RESA","ring-infected erythrocyte surface antigen",TRUE,-0.782613494926476,-0.339815686259592,-0.576890761646914,-0.545538419539153,0.782613494926476,0.339815686259592,0.576890761646914,0.545538419539153
"PF3D7_0102300",NA,"Pl. xptd. prot. ukwn. func.",FALSE,-0.295517009547062,-0.219128356219217,-0.251395036170662,-0.263250329595616,0.295517009547062,0.219128356219217,0.251395036170662,0.263250329595616
"PF3D7_0102400",NA,"lysophospholipase put. pseudo",TRUE,-0.368252052965913,-0.15509863767663,-0.370141461916047,-0.153209228726496,0.368252052965913,0.15509863767663,0.370141461916047,0.153209228726496
"PF3D7_0102500","EBA181","erythrocyte binding antigen-181",FALSE,0.220210252579309,0.114895110009779,0.115746228493288,0.2193591340958,-0.220210252579309,-0.114895110009779,-0.115746228493288,-0.2193591340958
"PF3D7_0102600","FIKK1","serine/threonine prot. kinase FIKK family",TRUE,-0.331556861187866,-0.627334434396888,-0.933526077027506,-0.0253652185572494,0.331556861187866,0.627334434396888,0.933526077027506,0.0253652185572494
"PF3D7_0102700","MaTrA","merozoite-associated tryptophan-rich antigen",FALSE,0.374441267580656,0.334254102271743,0.40882407324161,0.299871296610788,-0.374441267580656,-0.334254102271743,-0.40882407324161,-0.299871296610788
"PF3D7_0102800",NA,"seipin domain-containing prot. put.",FALSE,0.153305346832271,-0.04849057572015,0.0471978732798825,0.0576168978322388,-0.153305346832271,0.04849057572015,-0.0471978732798825,-0.0576168978322388
"PF3D7_0102900",NA,"aspartate--tRNA ligase",FALSE,-0.0114355738586736,-0.0206423875447807,-0.0220646298622535,-0.0100133315412008,0.0114355738586736,0.0206423875447807,0.0220646298622535,0.0100133315412008
"PF3D7_0103000",NA,"vacuolar prot. sorting-associated prot. VTA1 put.",FALSE,0.128452584152122,0.000645053298639815,0.0082874216366046,0.120810215814157,-0.128452584152122,-0.000645053298639815,-0.0082874216366046,-0.120810215814157
"PF3D7_0103100","VPS51","vacuolar prot. sorting-associated prot. 51 put.",FALSE,-0.149407689818357,-0.0822879952569348,-0.218952100934949,-0.012743584140343,0.149407689818357,0.0822879952569348,0.218952100934949,0.012743584140343
"PF3D7_0103200","NT4","nucleoside transporter 4",FALSE,0.0423035631784245,-0.165586999253711,-0.0247903157397395,-0.0984931203355469,-0.0423035631784245,0.165586999253711,0.0247903157397395,0.0984931203355469
"PF3D7_0103300",NA,"cvd. prot. ukwn. func.",FALSE,0.0133081646627861,-0.067656776773157,-0.034775392654146,-0.0195732194562251,-0.0133081646627861,0.067656776773157,0.034775392654146,0.0195732194562251
"PF3D7_0103400",NA,"zinc-carboxypeptidase put.",FALSE,-0.224567517177978,0.119959225078096,-0.0190617019226556,-0.0855465901772253,0.224567517177978,-0.119959225078096,0.0190617019226556,0.0855465901772253
